Age,Income,Tenure,MonthlyCharge,Bandwidth_GB_Year,Outage_sec_perweek,Yearly_equip_failure,Techie,Contacts,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Reliability,Options,Respectfulness,Courteous,Listening,Responses,Solutions,Replacements,Churn,Contract_Month-to-month,Contract_One year,Contract_Two Year,InternetService_DSL,InternetService_Fiber Optic,InternetService_No service,"Education_9th Grade to 12th Grade, No Diploma",Education_Associate's Degree,Education_Bachelor's Degree,Education_Doctorate Degree,Education_GED or Alternative Credential,Education_Master's Degree,Education_No Schooling Completed,Education_Nursery School to 8th Grade,Education_Professional School Degree,Education_Regular High School Diploma,"Education_Some College, 1 or More Years, No Degree","Education_Some College, Less than 1 Year",Employment_Full Time,Employment_Part Time,Employment_Retired,Employment_Student,Employment_Unemployed,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,Gender_Female,Gender_Male,Gender_Prefer not to answer
68,57844.94,6.958063425,197.4501096,1356.12218,13.7058659,0,0,2,1,1,1,1,0,1,0,1,3,3,5,4,2,5,5,5,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
50,33186.785,7.010189312,180.5246498,914.8863272,8.546330268,0,0,0,1,1,0,1,0,1,0,0,6,1,5,4,5,4,4,5,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
23,33186.785,2.447985699,147.4499888,638.4642534,13.94292646,0,0,1,1,0,0,1,1,0,0,0,4,4,3,6,4,5,5,4,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
36,39702.07,4.269258862,202.6528578,919.2881691,31.03370866,1,0,1,1,0,1,1,1,0,1,0,3,3,4,3,4,6,5,5,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
53,27546.33,8.343625652,191.9353095,1515.532948,45.90087859,0,1,1,1,0,0,1,0,0,0,1,3,4,4,3,5,4,4,4,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
62,27329.96,4.397705634,145.9401408,476.4598684,11.85621226,2,0,0,1,0,0,1,0,1,0,0,5,2,5,4,5,5,4,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
89,33186.785,11.08150154,181.2073254,1140.151122,5.593288614,0,0,0,1,1,0,0,0,1,1,0,3,4,4,2,4,3,3,2,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
74,135171.31,7.273510936,145.5043103,677.1757219,5.33309079,0,0,0,1,1,0,0,0,0,0,0,2,5,4,2,4,4,3,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
28,7619.18,12.01513041,141.1973056,2138.553831,11.02615679,0,0,2,1,0,1,1,0,0,1,0,3,5,4,4,3,5,4,4,1,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
19,33186.785,4.845060681,147.7941305,746.2481195,10.21541226,0,0,0,1,0,0,0,0,0,0,1,3,3,3,3,4,4,4,3,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
53,23514.45,11.19078648,104.8362783,1370.012453,10.56654694,0,1,4,1,0,0,0,0,1,0,0,4,3,2,2,4,4,3,4,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False
26,121993.18,16.91776871,141.3408863,3382.424,14.63278501,0,0,2,1,0,0,1,0,1,1,0,6,3,6,4,5,5,5,5,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
53,33186.785,21.16641251,182.1816183,2115.906589,11.95091873,0,1,0,0,0,0,1,1,0,0,1,4,4,3,2,1,3,1,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
29,42326.58,25.88644227,164.2508327,2576.783187,9.215056723,0,0,0,0,0,1,0,1,1,1,0,2,3,3,4,3,2,3,3,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
87,4523.8,15.59096202,127.0479351,1826.678884,13.26519408,0,0,1,1,0,0,1,1,0,0,0,3,5,3,2,2,4,3,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False
53,7128.27,13.03099332,149.2193525,3382.424,7.952447146,0,1,2,1,0,0,1,1,0,0,1,5,3,3,5,4,4,4,4,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
53,33186.785,8.034201127,80.27895692,961.7341695,19.24298756,3,0,1,1,0,0,0,0,0,0,0,1,4,5,4,2,4,3,3,0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
41,33186.785,1.124656757,136.8450976,409.5740796,7.626385804,1,0,1,1,0,1,1,0,0,0,0,2,4,3,2,2,2,2,3,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
70,33186.785,3.551651444,166.3035247,1048.538032,14.30413598,1,1,2,1,0,1,1,1,0,0,1,4,4,2,2,5,3,2,2,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
74,18185.88,7.925553778,155.4576848,1460.729298,13.05474775,0,0,3,1,0,1,1,1,0,1,0,3,4,5,4,3,3,4,4,0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False
72,34217.69,36.19603,160.405193,539.9859818,13.99149465,0,0,1,1,1,1,0,1,0,0,0,6,3,5,3,6,2,3,4,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
71,33186.785,2.659423565,180.7802929,483.4546178,3.935310305,0,0,0,1,0,0,1,1,0,0,1,5,2,3,2,3,1,4,2,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
55,16526.81,1.355493769,118.4010062,541.4070913,11.77874719,0,0,2,1,0,0,0,1,0,1,0,3,4,5,4,6,5,4,4,1,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
89,80803.77,36.19603,160.5835461,1030.206721,14.1921006,0,0,1,1,0,0,0,1,0,0,1,4,3,5,3,4,3,3,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
38,40392.47,11.03162791,171.4615936,1442.347357,8.74284679,0,0,1,1,0,1,1,0,0,0,1,4,3,4,4,4,2,4,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
53,43889.69,9.141192423,128.9131071,1204.678983,7.269350315,0,0,1,1,0,1,1,0,0,1,0,5,4,4,3,3,4,5,5,0,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
53,30101.28,4.633545041,168.895193,730.1829735,34.10805699,2,0,0,1,0,0,0,1,1,0,1,2,4,3,5,3,5,4,4,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
53,26569.81,9.22316707,95.97520192,1304.854276,11.43581383,1,1,2,0,0,1,0,0,0,0,0,3,5,4,4,5,4,4,4,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
74,67521.69,24.0737635,169.647326,2410.11164,7.386601368,0,0,1,1,0,0,1,0,0,0,1,4,3,5,3,3,3,5,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
34,62441.01,36.19603,189.2120088,1278.688937,6.597881594,2,0,1,1,0,1,1,1,1,1,0,2,3,4,3,2,2,2,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
42,19165.73,36.19603,173.1676428,831.9771606,5.92646213,1,0,0,1,1,1,0,0,0,1,0,3,5,3,4,4,4,5,4,0,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
53,33186.785,2.456217972,275.5345504,995.4220744,8.521359827,0,0,2,1,1,0,1,0,0,1,1,3,3,5,4,5,5,6,4,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
48,24892.78,2.849622074,194.1667495,592.8646912,7.736076766,1,0,0,0,1,0,0,1,1,1,0,2,4,6,4,5,4,3,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False
42,33186.785,12.61694943,111.7476684,1055.617042,14.19886617,0,0,1,1,0,0,0,0,0,0,0,3,4,5,4,4,3,3,3,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
53,35108.41,2.967533379,141.8279484,525.3069851,16.3892038,1,0,0,1,0,1,1,0,0,0,1,1,4,3,5,5,3,3,5,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
41,32296.27,4.44463064,245.046364,1128.690355,8.54187136,0,0,2,1,0,1,1,0,1,1,1,2,5,3,2,3,4,3,3,0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
53,27019.83,10.92247392,162.2750971,1668.779606,11.10643676,0,0,3,1,0,0,1,0,1,0,1,3,6,1,2,2,3,3,2,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False
20,12353.15,5.696461819,168.9131443,958.2229045,9.898992602,0,0,1,1,0,0,1,0,0,0,1,4,4,3,3,4,4,3,5,1,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
83,35982.39,5.173463744,141.932053,825.6469228,12.57288521,0,0,1,1,0,0,1,1,0,1,0,1,4,2,2,3,3,4,3,0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
42,42104.6,9.339307484,147.4462696,941.291001,11.75712474,0,0,0,1,1,0,0,0,0,0,0,5,1,6,6,5,4,4,5,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
43,55656.36,1.699850064,184.381312,900.3977089,13.59588875,0,0,1,1,0,1,1,1,0,0,1,3,4,2,2,3,2,2,3,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
53,33186.785,36.19603,198.5369016,1260.12789,10.14859069,0,0,3,1,1,1,1,1,0,0,1,4,1,3,5,4,5,5,3,1,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
53,32000.75,9.652842643,220.4855353,1618.259683,8.011006767,0,0,0,1,1,0,0,1,0,1,1,4,3,6,5,3,5,4,6,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
18,29822.31,16.53244292,147.8968785,3382.424,12.17791356,0,0,1,1,0,0,0,0,0,0,1,2,4,2,3,2,3,3,3,1,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
53,72270.25,4.777862937,166.4217178,1464.442974,1.556482553,1,0,1,1,1,1,0,1,0,1,0,3,3,4,4,5,3,3,5,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False
25,33186.785,22.57289049,148.1441884,2588.843484,9.186593879,0,1,1,1,1,0,1,0,0,0,0,3,4,4,4,3,5,4,4,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
53,42027.65,8.571860106,105.1451517,1170.35317,7.89106663,0,0,0,1,0,0,0,1,0,0,0,4,3,4,3,4,5,4,5,0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
86,69014.19,7.195810535,219.5117822,1409.882802,9.982455616,0,0,0,1,1,0,0,0,0,1,1,2,5,3,4,3,5,5,5,1,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
88,63827.57,36.19603,183.3130992,486.1105716,7.070868968,0,0,3,1,0,0,1,0,1,0,1,5,3,3,2,3,2,4,1,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
48,33186.785,2.661961707,158.7272384,688.7644008,8.183907328,0,0,0,1,1,1,0,1,0,0,0,2,4,1,3,4,4,3,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
86,33186.785,2.834098048,240.4488389,3382.424,7.308481275,0,0,2,1,1,0,0,0,0,1,1,3,2,3,4,2,3,3,2,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
53,45244.57,8.637184433,256.5930897,1568.344567,12.98314285,0,0,4,1,1,1,0,1,0,1,1,3,4,2,4,3,3,1,2,1,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
55,27457.73,10.46190099,221.0050032,1809.921626,11.17794803,0,0,1,1,1,0,0,0,0,1,1,3,5,2,3,3,3,4,3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
53,33186.785,4.861047755,143.582916,1192.174805,10.35749033,1,0,4,1,0,0,0,1,1,1,0,5,1,4,4,3,3,3,3,0,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
69,60631.73,9.62893496,180.6128513,953.8934493,7.001534386,1,1,3,1,1,0,0,0,0,0,1,4,2,5,5,4,5,4,4,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
72,55708.35,4.248159714,140.5600112,682.4871065,12.50911871,0,1,1,1,0,1,0,1,1,0,0,5,3,4,3,2,2,3,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
66,36635.39,36.19603,189.369136,3382.424,7.129514069,0,0,1,1,0,1,1,1,1,1,0,3,3,3,5,5,3,3,4,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
39,33186.785,36.19603,127.4571319,677.2734494,8.899789048,0,0,0,1,0,0,0,1,0,0,1,4,4,4,3,4,4,3,5,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False
56,3381.33,9.31669305,163.5083468,1024.582571,9.38778361,0,1,1,1,0,0,0,1,1,1,0,3,3,2,3,3,4,3,3,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
44,57644.66,6.485770796,138.2226415,1291.915318,13.92045623,1,0,3,1,1,0,0,1,0,0,0,3,3,3,3,2,3,3,3,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
53,33186.785,10.55505829,151.2309073,1755.239032,18.33602185,2,0,0,1,1,0,0,0,0,1,0,4,2,4,3,6,4,4,5,0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
70,27990.52,19.43267321,172.0963743,1884.50089,7.926507303,1,0,1,1,0,0,0,1,1,0,1,5,2,5,5,5,4,5,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
46,29318.41,2.108441505,185.1114467,1029.123182,13.78354513,0,0,1,1,1,0,0,1,1,0,1,4,5,4,4,4,3,3,4,1,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False
30,33315.46,36.19603,199.3191167,2489.519356,14.14030947,0,0,1,1,1,1,1,1,1,1,0,3,4,3,3,3,3,2,3,0,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
76,42506.64,4.860645308,173.1131469,742.7794122,11.56277626,0,0,0,1,1,0,0,1,1,0,1,3,4,4,3,4,2,2,4,1,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
53,33186.785,18.88610542,81.89156274,1797.14783,8.007766502,0,0,1,1,0,1,0,0,0,0,0,2,3,2,4,2,2,3,5,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
74,11856.64,11.73492964,180.9506516,1249.494056,14.45860569,0,0,0,1,0,0,1,0,1,0,1,5,2,4,4,4,5,5,5,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
53,19017.34,9.841085026,198.8047791,1495.341126,13.21095679,0,0,1,1,0,0,1,0,0,1,1,5,2,5,4,4,3,3,4,1,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
53,33186.785,7.819783852,175.3314366,1516.797047,12.00600997,0,0,0,1,1,1,0,1,0,0,1,4,4,4,3,3,2,1,1,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False
66,33186.785,29.70527547,166.1368207,3293.015758,14.80058713,1,0,0,1,0,0,1,1,1,1,0,4,3,4,2,2,4,3,3,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
66,41527.17,2.478012402,206.7716354,1057.037731,10.81184587,0,0,1,0,1,0,1,1,1,0,1,4,3,4,2,3,2,3,2,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
35,11098.51,4.089115347,256.1538112,1467.90459,5.522457389,0,0,2,1,1,0,1,0,1,1,1,5,4,4,4,4,3,2,3,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False
25,33186.785,20.96092159,142.9113499,2743.734408,13.15055435,0,0,1,1,0,1,1,0,0,1,0,3,5,3,4,6,4,4,4,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
43,30118.57,4.55454522,117.4449536,976.9718156,7.594710697,0,0,0,1,0,0,0,1,1,0,0,6,2,4,3,5,2,3,4,0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
53,12704.28,36.19603,276.0546002,956.9132284,12.96028601,0,0,0,1,1,0,1,0,1,1,1,3,2,5,4,4,4,5,4,1,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
53,54567.1,5.682066541,171.8305988,884.6278615,8.199273052,0,0,1,1,0,0,0,1,1,0,1,4,2,6,5,4,5,5,4,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False
43,54250.43,3.187512279,158.5050749,1201.898094,9.72624252,0,0,0,1,1,0,0,0,0,0,1,2,5,2,3,2,2,3,2,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False
57,73645.85,7.93260821,157.8643491,810.4941232,2.107279911,0,0,0,0,1,0,0,1,0,0,0,2,4,5,5,4,6,5,6,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
23,41979.65,5.146834768,171.8844014,1237.560637,5.637475619,0,0,1,1,1,0,0,0,1,0,1,4,4,5,4,4,4,3,5,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
20,40057.18,36.19603,178.6035512,2211.379038,13.47445465,0,0,0,1,1,0,0,0,0,0,1,4,4,4,4,4,4,5,4,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
53,115520.53,9.941798485,150.4970324,1144.495358,15.10518957,0,1,2,0,0,1,1,1,0,0,0,5,2,5,4,4,6,5,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
81,18913.5,15.26657624,204.4514556,3382.424,6.470260908,1,0,1,1,1,0,0,1,1,0,1,4,3,4,4,2,4,2,2,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
57,56342.23,2.62860278,103.7471557,501.0626363,8.654435148,0,0,2,1,0,1,1,0,0,0,0,3,3,3,3,3,3,2,3,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
32,57826.31,2.045299662,135.5820581,495.8370195,5.376651232,0,1,0,1,0,0,0,0,0,1,0,4,4,4,3,3,4,4,4,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
60,33186.785,23.05042619,243.7978192,2730.054658,13.18136661,0,0,1,1,1,0,1,1,0,1,1,3,4,4,4,4,5,4,4,0,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
53,36220.07,7.677039536,235.2757504,1370.86345,12.423913,2,0,1,1,0,1,0,1,1,1,1,2,3,2,3,5,2,1,3,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
48,47229.76,5.427546075,116.9158077,1111.834697,12.7237558,1,1,1,1,0,1,1,0,0,0,0,4,3,3,3,4,3,3,4,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
40,22390.15,14.05740045,189.6353946,1887.197833,9.349457846,1,0,2,1,0,1,0,0,1,1,1,4,3,4,3,4,5,5,6,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False
67,33186.785,5.791194183,158.825486,596.625449,8.786508062,3,1,0,1,1,1,0,0,1,0,0,3,4,3,3,3,2,4,4,1,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
64,71721.17,14.23594392,171.3997709,1507.046722,16.17243728,1,0,3,1,1,0,0,0,0,1,0,3,4,3,4,4,3,3,4,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
53,45734.73,36.19603,199.5165203,1330.988714,6.449161844,0,0,0,1,0,0,0,0,1,1,1,3,3,5,4,3,4,5,4,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
82,33168.88,36.19603,130.5400606,3192.755309,11.57485304,0,0,1,1,0,0,0,0,1,1,0,3,3,3,3,3,3,2,2,0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
72,33186.785,4.891651665,129.4747302,644.4955303,15.60953977,0,0,2,0,0,1,1,1,1,0,0,5,3,2,4,5,2,3,3,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
23,33186.785,5.812856338,158.8383219,1076.076012,7.103734681,0,0,1,1,1,0,1,0,0,1,0,4,4,4,4,4,3,3,2,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
37,33186.785,36.19603,160.4045933,432.0011277,9.469893401,0,0,0,1,0,0,0,0,1,0,1,5,2,4,3,3,4,5,4,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False
24,47256.46,10.55675189,192.4936097,1437.241364,9.089879681,1,0,0,1,1,0,0,1,0,0,1,6,3,4,3,3,4,4,4,1,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
40,33186.785,10.08691319,124.5148543,951.5458256,14.70367802,2,0,2,1,0,0,0,0,1,0,0,2,4,6,3,5,3,4,5,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
53,81622.91,12.48678964,230.4122922,1733.107782,39.28864878,1,0,0,0,0,0,0,1,1,1,1,4,4,2,1,2,2,2,4,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
59,52687.01,9.553290527,245.5568818,1599.874839,11.86067641,0,0,2,1,0,1,1,1,0,1,1,3,5,5,4,4,3,4,5,1,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False
44,21817.19,6.307898491,160.9569505,726.8978219,10.22165693,0,0,2,1,0,0,0,0,1,0,1,3,4,4,3,4,4,3,3,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
53,38135.76,7.195646567,134.2945248,831.4033785,7.385924833,0,0,1,1,1,0,1,0,0,0,0,2,5,2,4,4,3,3,3,0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False
