Children,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Age,Tenure,MonthlyCharge,Gender_Female,Gender_Male,Gender_Prefer not to answer,Marital_Divorced,Marital_Married,Marital_Never Married,Marital_Separated,Marital_Widowed,InternetService_DSL,InternetService_Fiber Optic,InternetService_No service,Contract_Month-to-month,Contract_One year,Contract_Two Year,PaymentMethod_Bank Transfer(automatic),PaymentMethod_Credit Card (automatic),PaymentMethod_Electronic Check,PaymentMethod_Mailed Check,Churn
3,1,0,0,0,1,0,1,0,1,88,57.94661,116.9848,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,1,0,0,1,1,1,1,1,53,69.97238,243.6285,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
2,0,1,0,0,0,1,1,1,0,71,10.65198,231.7262,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,0,1,0,0,1,0,0,0,1,36,2.54348,137.8017,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
0,1,1,1,0,1,1,1,0,0,78,10.45843,197.8583,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
3,0,1,1,0,1,0,1,1,1,53,9.385169516,255.7415243,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,0,0,0,0,0,1,1,18,64.38615,126.6233,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,1,1,0,0,1,1,0,0,53,2.988653862,152.9321171,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,1,0,0,1,1,0,1,1,1,44,61.4943,242.734,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0,53,53.90815,107.9615,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
2,1,0,0,0,0,0,1,1,0,62,2.865504,187.6302,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1
1,1,0,0,1,0,1,1,0,1,27,71.12356,138.6012,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
2,1,1,0,0,0,1,1,0,0,64,70.95714,163.7716,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,1,1,1,0,1,0,1,0,29,9.44860885,215.4910429,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1,1,0,1,0,1,0,1,0,1,53,13.67732529,153.8059386,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,1,0,0,0,0,1,80,71.45086,133.1904,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,1,0,0,1,0,1,0,1,1,51,58.40629,180.4009,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
3,0,1,0,0,0,0,1,0,1,31,3.543664514,151.4076173,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1
8,1,0,0,0,0,0,0,0,0,53,36.19603,92.22377076,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
1,1,0,1,0,1,0,0,0,0,86,4.24454,107.5421,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3,1,0,0,1,0,0,0,1,0,44,6.311363,168.6851,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
1,1,1,0,1,1,0,0,0,0,47,3.896108,179.9407,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
4,1,0,0,1,0,1,0,1,0,18,42.19555,162.8724,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2,1,0,0,1,0,1,0,0,1,42,36.19603,114.7968,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,1,0,1,0,0,1,65,10.04672315,116.2578796,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
1,1,0,1,1,1,0,1,0,1,53,5.522376826,175.0764532,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0
1,1,0,0,1,0,0,0,1,1,63,62.67099,171.2657,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,1,0,1,0,1,0,54,48.87162,154.0013,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
1,1,1,1,1,1,0,1,1,1,52,47.47601,278.8249,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
1,1,1,1,0,1,1,0,0,1,43,63.56661,173.3602,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
1,1,0,1,1,0,0,0,1,0,53,8.268405,151.88,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
5,1,0,0,1,1,1,0,1,0,51,8.098851806,161.951765,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0
4,0,0,0,0,1,0,1,1,1,66,59.6293,188.6776,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,0,0,0,1,0,1,1,0,72,10.54165852,199.3181598,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
0,1,1,0,1,1,0,1,0,1,53,36.19603,206.1279,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
0,1,1,0,1,1,1,1,1,1,34,41.3275,288.3545,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
1,1,1,1,1,1,0,1,0,0,53,55.44991,207.0533,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,1,0,0,1,0,53,4.071312509,192.268743,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
1,1,0,1,0,1,0,0,1,1,47,52.69603,142.4194,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
7,1,0,1,1,0,1,0,0,0,33,57.49209,130.1516,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,0,0,0,1,0,0,0,1,88,4.148103374,123.0025177,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
3,1,0,0,0,0,0,0,1,0,49,43.51717,175.3866,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
3,1,0,0,1,0,0,0,0,0,18,66.80646,115.5046,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0
2,0,0,0,0,1,0,0,0,1,53,61.46682,93.42765,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0,1,1,1,1,1,0,1,1,1,53,6.739404805,245.9176902,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
5,1,0,1,0,0,0,0,0,1,80,51.19372,95.06088,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
4,1,1,0,1,1,1,1,0,0,82,2.763223834,198.4336589,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1
1,1,1,1,0,1,0,0,0,0,55,36.19603,128.1998,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,1,1,0,0,0,1,75,11.21716,159.0673,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
4,0,0,1,0,1,1,1,1,1,31,9.637159013,203.2423018,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1
1,0,0,0,0,1,0,1,1,1,35,3.784962992,200.2962805,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
1,1,1,1,0,0,1,0,0,1,82,5.705637629,160.8266643,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,0,0,0,0,0,1,80,16.57839,123.921,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1
3,1,1,0,1,1,0,1,1,0,81,64.67959,243.7515,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
1,1,1,0,1,0,1,1,0,1,49,61.85574,206.7845,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,0,1,0,0,1,0,55,5.506063,192.9155,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,1,0,1,0,1,0,1,86,48.15455,166.1305,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
3,1,1,0,0,1,0,1,1,0,53,41.60875,249.1295,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1
4,1,0,0,0,0,1,1,0,1,53,36.19603,150.5138,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
4,1,0,0,0,0,0,1,0,1,56,4.762508,104.2334,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
2,0,0,0,1,0,0,1,1,1,75,70.66353,230.0258,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
0,1,0,0,0,1,1,1,0,0,53,61.49459,130.2283,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
0,1,1,1,0,1,0,1,0,0,50,5.638782,183.4961,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
3,1,0,0,0,1,1,0,0,1,53,21.1307851,135.6790082,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
1,1,0,1,0,1,0,0,1,1,88,7.604093453,163.2894665,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
2,1,0,0,1,1,1,0,0,0,19,10.40415,127.2807,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
0,1,1,1,0,1,1,0,1,0,23,36.19603,206.3933113,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
5,1,1,0,0,0,0,1,0,1,53,5.970269701,169.5076037,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
4,1,0,0,1,0,1,0,0,1,53,44.75964,128.2182,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
0,1,1,0,1,0,1,1,0,1,53,46.84079,200.5136,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
0,1,1,1,1,0,1,1,1,1,56,57.44027,246.3031,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1
1,1,1,0,0,0,0,1,0,0,69,70.54256,167.0738,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
2,1,1,1,0,0,1,1,1,0,61,66.08159,236.4554,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1
2,1,0,1,1,1,1,0,0,0,32,51.39351,162.5906,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,1,1,0,1,0,1,56,36.19603,176.7731,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,1,0,0,0,0,1,53,5.78844751,117.254766,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
4,1,1,0,1,0,0,0,1,0,68,64.26003,203.5479,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
5,1,1,0,1,0,1,0,1,0,53,4.439685675,216.5201529,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
1,0,1,0,1,0,0,1,0,0,57,64.17582,160.1703,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
5,1,0,0,1,1,0,0,1,1,87,69.03568,184.3823,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,0,1,0,1,1,1,74,2.002856,222.2949,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
1,1,1,0,0,0,1,1,0,0,65,4.899337,163.9629,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,0,1,1,1,0,0,0,0,1,33,13.19063,160.8768,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
7,0,1,0,0,1,0,0,0,0,45,14.40434638,137.1374877,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1
1,0,1,0,0,0,1,1,0,1,53,63.15946,151.4965,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
1,1,1,1,1,0,0,0,0,0,42,12.03278,169.2736,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
4,1,0,0,1,1,1,1,0,1,66,29.70527547,166.1368207,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1
0,1,1,0,1,0,1,1,1,1,89,7.957264,244.2902,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1
1,1,1,0,1,0,1,0,0,1,84,71.58111,147.859,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
2,1,0,0,0,0,0,0,1,1,22,70.30403,147.321,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
7,1,1,0,1,1,0,1,1,1,87,3.820262172,289.6573084,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
2,1,0,1,0,0,0,1,1,1,28,64.28134,210.4888,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,1,1,1,0,1,0,1,1,1,22,36.19603,236.1212,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
1,1,0,1,1,0,1,1,0,1,19,71.82846,174.0218,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0
1,1,1,1,0,0,0,1,1,1,69,63.71108,242.1831,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,1,1,1,1,0,0,1,1,1,53,68.80222,233.5037,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,0,0,0,1,0,1,1,0,0,53,14.87120712,153.4428839,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
1,1,0,0,1,0,0,0,0,0,21,45.84265,102.1424,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,0,0,1,1,0,1,0,0,25,36.19603,172.2807,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
1,1,1,0,1,1,1,0,1,1,53,64.61766,225.6421,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
1,1,0,0,0,0,1,0,1,1,72,62.23897,138.848,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
4,1,0,0,1,1,0,0,1,1,86,44.25204,183.2024,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,1,0,0,0,0,0,0,0,22,36.19603,123.2127,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
2,1,1,0,0,0,1,1,0,1,76,62.58644,179.6294,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,1,1,0,0,0,0,1,0,1,53,68.32444,138.1665,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1,53,52.64455,141.1544,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,1,1,0,0,1,1,1,1,67,60.11333,265.236,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
1,1,0,1,0,0,1,0,0,0,46,66.46085,95.28335,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2,1,0,0,0,0,0,0,0,0,53,1.846161288,110.3551222,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
2,1,0,1,1,0,0,1,0,0,31,11.85169,162.417,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,1,0,1,0,1,0,21,58.51928,165.2375,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
3,0,1,0,0,0,0,0,1,1,36,57.7475,182.6518,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,1,1,1,1,0,0,0,1,0,53,14.02310297,232.9759122,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2,1,0,0,0,0,0,1,1,1,53,36.19603,176.0602,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
1,1,0,1,0,0,0,1,0,0,58,8.850426839,150.2503098,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1,1,0,0,1,1,0,1,1,1,52,60.22359,210.8019,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
3,1,0,0,1,0,0,1,0,1,26,36.19603,137.6593,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
0,1,0,0,1,0,0,1,1,0,53,11.36757,209.7123,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
4,0,0,1,1,1,0,0,0,0,50,12.96208301,129.5563546,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4,1,0,1,0,0,0,0,0,1,38,63.28097,115.2157,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
3,1,1,0,1,1,0,1,0,1,46,63.59084,185.0083,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0
1,1,0,1,0,1,1,1,1,1,63,61.91109,216.9364,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,0,1,1,1,1,0,0,1,84,3.83138,162.9278,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
8,1,0,1,0,0,0,0,1,1,68,14.45396,116.2349,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,0,1,0,0,0,0,1,1,1,72,58.12044,240.7266,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1,0,0,1,0,0,1,1,1,28,36.19603,210.5829,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,1,1,0,1,1,1,63,13.85488928,221.0353527,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
0,1,0,0,0,0,0,0,0,1,59,70.97645,111.3907,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0
2,1,0,0,0,0,0,0,1,1,41,69.39129,114.5961,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3,1,0,1,0,0,1,0,1,0,84,65.19899,130.115,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,1,1,1,1,0,0,1,66,44.72241,174.326,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
0,1,1,0,1,0,0,0,1,0,53,10.98841039,171.0472941,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
3,1,0,0,1,1,0,1,0,0,46,13.09677838,140.8072726,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
3,1,1,0,0,0,1,1,0,0,53,2.447649309,151.0601646,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
3,1,0,0,0,0,0,1,0,0,53,3.443373,137.0426,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
3,0,1,1,0,0,0,1,1,0,19,36.19603,210.2158549,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1
1,1,1,0,1,1,0,1,0,1,60,40.76616,184.9362,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
1,1,0,1,0,0,0,1,0,1,53,3.817742,152.4804,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
2,1,0,1,0,0,0,0,1,1,53,51.58472,149.7171,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3,1,1,1,1,0,1,1,1,1,53,36.19603,257.8415554,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
8,1,0,1,0,1,0,1,1,1,30,15.51193815,222.3459838,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
2,1,1,0,1,0,1,1,0,1,58,61.96895,206.1626,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1,1,0,1,0,0,0,0,1,1,53,4.672608309,128.8679067,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1
1,1,0,0,1,1,0,0,1,1,53,64.85756,162.3672,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,0,0,1,1,1,1,0,1,68,68.93162,165.6546,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
3,0,0,1,1,1,0,0,0,1,53,3.985217,151.0742,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
0,1,1,0,1,1,0,1,1,1,53,47.60481,273.7082,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
1,0,0,0,0,0,1,1,0,1,24,7.733033,151.6305,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1
3,1,0,0,0,1,0,1,0,0,53,54.41951,148.0888,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
5,1,1,0,1,1,1,0,0,1,68,65.52,192.7027,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0
0,1,0,1,1,1,0,1,1,0,66,41.93978,245.7176,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
1,1,0,1,1,0,1,1,0,1,61,36.19603,140.0961,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0
1,1,1,0,1,1,1,0,0,1,53,58.20259,189.0728,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
3,1,0,0,0,1,0,1,1,1,85,8.573785357,220.5069628,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1
3,1,1,1,0,0,0,1,1,1,53,8.980916,224.707,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
1,1,1,0,1,1,0,1,0,1,53,7.458098555,173.1796166,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
1,1,1,0,1,1,1,1,0,0,27,7.218929,217.6876,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1
4,1,1,0,0,1,0,0,0,0,79,36.19603,157.1467,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1
2,1,0,0,0,0,1,1,1,1,72,14.53027663,219.0979664,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
0,1,0,0,1,1,0,0,1,1,29,67.87033,183.6447,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1,1,0,0,0,1,0,0,0,1,20,28.93788212,124.2007589,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
2,1,0,0,1,0,0,1,0,0,26,36.19603,161.5756,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,1,0,0,0,1,0,46,71.4064,201.9952,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1,1,0,1,0,0,0,1,0,0,53,14.93006551,107.9058615,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1
1,1,0,1,0,1,0,0,1,1,27,2.258878,174.6733,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
8,1,0,1,0,0,0,0,1,1,57,8.044444101,151.1347447,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0,1,1,0,0,0,1,1,1,42,56.42112,223.5783,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
1,1,1,0,0,1,0,0,0,1,53,3.27379,139.2078,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
1,1,0,1,0,0,0,1,0,0,55,5.602813441,139.2336927,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1,1,0,1,1,1,0,0,1,1,80,57.0815,165.1751,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
2,1,0,1,1,1,0,1,1,1,53,11.739,224.3272,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1
4,1,0,1,0,1,1,0,0,1,70,14.89363458,135.4832933,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1,1,1,0,1,0,0,0,1,1,36,13.36539,183.1576,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
0,1,0,1,1,0,0,1,1,0,53,64.11367,199.1787,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0
1,1,1,1,0,1,0,0,0,1,76,65.09085,128.0074,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
1,1,0,0,1,1,0,0,0,1,75,56.75264,148.5258,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
2,1,0,0,0,1,1,1,0,1,48,57.49365,142.4256,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,1,1,1,1,0,0,1,0,0,22,36.19603,174.5738,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
1,1,1,0,0,0,0,0,0,0,53,47.94402,125.1869,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
1,1,0,0,0,0,0,0,1,1,53,6.542299166,125.9975823,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
2,1,0,1,0,0,1,0,0,0,22,69.46066,129.7408,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
2,1,1,1,1,1,0,0,1,1,28,70.22928,197.6595,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
1,1,0,1,1,0,0,0,0,1,72,67.72471,118.8145,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
1,1,0,0,1,0,1,0,1,1,53,36.19603,148.4789,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0
4,1,0,0,0,0,0,0,1,0,89,4.661936,128.119,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
0,1,1,1,0,1,1,0,1,0,78,67.19921,207.9866,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
8,1,0,1,0,1,0,1,0,1,53,18.46162568,181.7836156,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,0,0,1,0,0,0,1,1,63,71.19605,182.7133,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0
1,1,0,0,0,0,0,1,1,1,53,71.1184,207.6456,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,1,1,0,1,1,0,0,1,0,72,5.540815,223.3873,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1
3,1,0,0,1,1,0,0,0,0,61,11.69875604,146.5523549,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
2,1,1,0,0,1,0,1,0,0,53,10.5765425,161.2103733,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0
1,0,0,0,1,1,1,1,1,1,69,14.46288204,222.7999248,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1
5,0,1,0,1,0,1,0,0,0,32,70.48211,178.8226,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0
