Bandwidth_GB_Year,Outage_sec_perweek,Children,Age,Income,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Techie_Yes,Contract_One year,Contract_Two Year,InternetService_Fiber Optic,InternetService_No service,StreamingMovies_Yes,StreamingTV_Yes
3382.424,12.60747635,5.0,86.0,71049.68,13,1,0,1.078815111,142.8053223,0,0,0,0,0,1,0
1371.738945,6.486871272,1.0,44.0,33186.785,8,1,0,7.161869147,132.6406619,0,0,0,0,0,0,1
824.8053885,11.73004193,2.0,27.0,33186.785,11,0,1,4.313377262,149.2113555,0,0,0,0,1,1,0
1549.466596,46.0216944,0.0,22.0,58126.33,17,1,0,11.38490458,269.5466057,0,0,0,1,0,1,1
2601.095159,11.73491123,1.0,83.0,47218.76,11,2,1,36.19603,228.5650546,0,0,0,1,0,1,1
1038.488303,9.976084751,1.0,23.0,4064.62,17,0,0,4.784582646,131.509591,0,0,0,0,1,0,1
579.4447417,13.40761858,1.0,53.0,33186.785,11,1,0,36.19603,160.2587037,0,0,0,0,1,1,0
3382.424,8.38108676,1.0,79.0,69238.83,9,3,0,8.802527803,117.826091,0,0,0,0,0,0,0
1621.139508,8.435444325,1.0,18.0,33186.785,6,2,0,4.667703398,248.0770022,0,0,1,0,0,1,1
1116.825249,13.74833555,0.0,43.0,9124.29,10,3,1,7.455148937,183.871547,1,1,0,0,1,1,0
3382.424,10.3976044,1.0,53.0,27405.08,9,2,3,4.475652318,162.4848299,0,1,0,0,0,0,1
2195.914801,10.9181113,2.0,53.0,33186.785,11,1,0,36.19603,277.9115017,0,0,0,1,0,1,1
618.3644109,10.06210965,4.0,55.0,37330.86,8,0,0,2.284207057,171.9901067,0,0,1,1,0,1,0
698.7845202,12.36640157,3.0,61.0,32389.5,14,2,2,5.028564472,151.6555091,0,0,0,1,0,1,0
1541.269223,12.56624944,0.0,54.0,26728.25,8,4,1,36.19603,171.6516125,0,1,0,0,0,1,0
441.5863902,6.363288738,4.0,51.0,33186.785,16,0,0,2.010353461,169.5757314,0,0,0,1,0,0,0
1221.696817,9.716904683,4.0,81.0,33186.785,14,1,0,5.240131023,171.4976335,0,0,0,0,0,0,1
868.9523115,10.56724373,1.0,53.0,24147.42,15,0,1,3.414733275,194.9486887,0,0,1,1,0,1,0
1215.412022,10.2342646,1.0,61.0,33186.785,6,1,0,1.901532614,234.7689614,0,1,0,0,0,1,1
1212.756335,8.436058974,5.0,48.0,33186.785,13,1,0,5.541384803,242.6088736,0,0,0,1,0,1,1
828.6984604,10.8799216,1.0,58.0,33186.785,16,1,0,5.62805389,117.6014408,1,0,0,0,1,0,0
1040.933456,18.38714196,1.0,63.0,33186.785,14,2,0,8.791194482,126.7640948,0,0,1,0,1,0,1
473.0515906,11.40938681,0.0,53.0,2978.04,17,2,0,3.11643578,179.2228723,0,0,1,1,0,1,0
922.2958319,11.03062583,1.0,34.0,9441.99,10,3,1,2.086431077,139.8554163,0,0,1,0,0,0,1
1266.982166,12.00878452,6.0,66.0,34901.12,10,2,0,12.84560044,93.17872074,0,0,0,0,1,0,0
476.2957809,8.941102169,0.0,32.0,33186.785,10,1,1,2.704019894,117.4875887,0,0,0,0,1,0,1
1097.557516,10.39809998,1.0,55.0,20761.43,10,0,0,1.656338685,187.8593833,0,1,0,0,0,0,1
2539.76136,6.683340651,3.0,32.0,21486.46,8,1,0,14.89720747,226.479601,0,0,1,0,0,1,1
1068.543522,11.08964011,3.0,53.0,36233.87,10,2,1,8.735757967,161.5239982,0,0,0,1,0,1,0
1004.100502,11.18358695,10.0,51.0,22120.88,14,1,0,1.161803984,256.2556326,0,0,1,1,0,1,1
1801.182918,11.04902394,5.0,39.0,40725.32,17,2,0,13.76871228,185.7715783,0,0,0,0,1,1,0
1990.914106,11.23705324,2.0,53.0,44831.61,9,2,0,18.66504433,148.9730548,0,0,0,0,1,1,0
3382.424,5.003861837,2.0,38.0,36574.2,10,1,0,13.01023159,182.6971711,0,0,0,1,0,1,0
1041.301237,11.60368848,1.0,87.0,40921.71,13,1,2,5.803901847,130.018117,0,0,0,0,0,0,1
1109.108163,13.05216269,3.0,73.0,32746.0,8,0,0,5.295927221,153.6253863,0,0,0,0,0,1,0
692.3788089,13.77763116,0.0,45.0,73919.79,14,1,1,2.463011656,206.9293988,0,0,1,1,0,1,0
2072.078593,8.818458639,3.0,21.0,64292.47,13,0,0,14.04985628,155.1512152,1,0,0,0,0,1,0
692.5685037,13.57713572,1.0,29.0,73331.45,11,1,0,4.849677072,138.7658123,0,0,1,1,0,0,0
1366.210807,7.403414869,0.0,31.0,33186.785,9,1,1,9.595456517,208.3108898,0,0,0,1,0,0,1
3382.424,11.70661287,1.0,37.0,39478.06,9,0,1,15.16937697,138.6738703,1,1,0,1,0,0,1
3382.424,13.61954639,2.0,57.0,33186.785,15,0,0,9.195415365,252.9214599,0,0,0,1,0,1,1
1557.923129,5.054523902,0.0,26.0,33602.96,6,0,0,13.04114417,194.6141198,0,0,0,0,1,1,0
740.0368256,9.053813301,4.0,36.0,58590.12,12,1,1,1.79772408,153.7168276,1,0,0,0,1,0,1
644.2789946,8.826655658,1.0,83.0,71916.6,16,0,1,6.471903209,137.2764203,0,0,1,1,0,0,1
1640.006106,12.2026093,4.0,60.0,38692.31,11,2,0,9.923586914,268.8947288,0,0,0,1,0,1,1
3382.424,14.48452118,1.0,53.0,33186.785,10,3,0,5.36237356,155.4154623,0,0,0,1,0,0,0
1258.06366,15.06509003,1.0,35.0,36384.62,15,1,0,36.19603,154.4777836,0,1,0,0,0,0,1
1582.783024,8.105714198,4.0,59.0,22107.4,10,2,0,10.79186592,117.4238169,0,1,0,0,0,0,1
596.3449707,6.090381961,1.0,55.0,33186.785,14,0,0,3.505235526,183.6293639,0,1,0,0,1,1,0
1335.902829,6.719029431,2.0,66.0,25472.79,13,1,0,11.7391369,143.2825267,0,0,0,0,1,0,1
1460.632443,12.41385549,1.0,49.0,33186.785,13,0,0,36.19603,163.25042,0,0,0,1,0,0,1
545.1832765,11.39226807,0.0,53.0,33543.36,8,0,1,4.709035899,145.2663491,1,0,1,1,0,0,0
463.6509838,36.03975248,1.0,32.0,18555.15,12,0,0,1.611546284,157.6283611,0,1,0,0,1,0,1
1766.074131,13.62825438,5.0,72.0,40108.38,5,1,0,11.55987401,130.540149,0,0,0,0,0,0,1
3382.424,12.17195262,1.0,53.0,18762.01,14,0,1,5.261212465,212.8103056,0,0,0,0,1,1,1
1490.383762,11.71761814,1.0,77.0,70372.16,12,0,0,15.806584,106.1651639,0,0,1,0,1,0,1
1328.747604,33.66054506,1.0,53.0,6424.15,8,3,1,13.17849974,175.0828129,0,1,0,1,0,0,0
1199.466728,4.984251907,0.0,48.0,33186.785,9,1,1,11.58317216,134.0639296,0,0,0,0,1,0,0
1234.176575,4.642480003,2.0,67.0,33186.785,8,0,1,12.05713486,127.675679,0,0,0,0,1,1,0
809.979871,9.656261695,0.0,53.0,33186.785,11,0,1,3.105139512,219.6576145,0,0,0,1,0,1,1
1196.870152,8.729347655,0.0,42.0,20841.67,12,2,1,9.137809439,183.6731281,1,0,0,1,0,0,1
3382.424,0.16935054,1.0,75.0,7862.38,11,1,1,7.176700824,124.3733761,0,0,0,1,0,0,0
927.9297296,5.284731865,0.0,53.0,12000.1,7,1,1,6.991642782,182.6383135,1,0,0,1,0,0,1
984.2036034,7.427948079,2.0,87.0,29812.92,12,0,0,9.637781398,162.9403716,0,1,0,1,0,0,0
1148.280787,15.86548358,1.0,53.0,33186.785,11,1,0,2.368283285,173.3755748,0,0,0,0,0,1,0
1719.483972,10.4073662,1.0,20.0,70419.88,7,2,0,9.651065829,210.7086179,1,1,0,0,1,1,1
1880.78289,12.10530232,0.0,48.0,70133.7,13,2,0,8.730405893,258.8635213,0,0,0,0,0,1,1
1560.361086,15.54320284,1.0,53.0,78537.66,9,0,0,4.173314039,222.6202437,0,0,0,0,0,1,1
1930.805216,9.12510303,1.0,34.0,42917.45,7,3,0,15.42700763,153.393694,0,0,0,1,0,0,1
1447.711265,11.01912295,8.0,30.0,33186.785,12,2,0,12.91213895,111.756531,0,1,0,1,0,0,0
836.5749555,7.745436519,4.0,50.0,18414.04,14,0,2,36.19603,143.3192964,0,0,0,0,1,0,1
1224.604104,6.220780104,0.0,35.0,33186.785,10,1,0,10.34327947,162.4208386,0,0,0,1,0,0,1
765.8624235,10.27126224,0.0,76.0,33186.785,10,1,1,5.451895614,159.7099608,0,0,0,0,1,0,1
1553.013845,9.719497895,1.0,53.0,97592.52,11,0,0,12.81881129,194.9776198,0,0,0,1,0,0,1
1320.132625,11.05172653,0.0,75.0,33186.785,15,0,0,8.277054038,149.9892935,0,0,1,0,0,0,1
1642.394079,13.93968035,3.0,37.0,43995.62,12,0,0,14.31596419,182.5370843,1,0,1,1,0,1,0
876.2446802,2.294083297,3.0,67.0,26659.08,11,2,0,36.19603,203.9488287,0,0,1,1,0,0,1
1424.117227,11.96092627,0.0,53.0,33186.785,11,1,1,14.44810037,119.3785644,0,1,0,0,1,0,1
1083.381195,8.82630814,0.0,81.0,33186.785,7,1,1,4.245035615,164.9226308,0,0,0,0,0,0,1
3382.424,7.61502307,3.0,26.0,53713.12,7,2,0,4.035770971,173.0637047,1,1,0,0,1,1,0
1482.558282,37.01812066,1.0,53.0,7598.57,17,0,0,6.434280902,307.5281242,0,0,0,1,0,1,1
1386.2317,7.953515354,3.0,20.0,33186.785,4,0,0,36.19603,277.121832,0,1,0,1,0,1,1
3382.424,6.474812618,0.0,18.0,29810.9,11,0,0,2.729451922,150.8252663,0,0,1,0,0,0,0
806.2451255,4.688310411,1.0,37.0,47683.58,7,1,2,5.134989649,183.9305932,0,0,0,1,0,0,1
3382.424,7.315543852,1.0,53.0,77396.38,15,2,0,6.979009919,228.2182566,0,0,1,1,0,1,0
938.5556359,10.19194595,4.0,36.0,39770.82,17,2,0,4.816592997,184.2914853,0,0,0,1,0,0,1
853.1123448,10.91296778,1.0,64.0,83953.98,14,2,0,3.861708438,130.3230182,0,1,0,0,0,0,0
3382.424,9.13783908,5.0,56.0,76785.63,9,1,1,11.58576976,274.5389116,1,0,0,1,0,1,1
3382.424,12.19159398,1.0,34.0,37860.53,8,1,0,1.740841699,195.5455862,0,0,0,1,0,0,1
1375.909262,8.351228334,9.0,52.0,38119.34,6,2,0,36.19603,138.7622012,0,0,1,0,1,1,0
708.2981607,7.2729722,2.0,44.0,18073.86,8,1,0,4.906579535,113.668445,0,0,0,0,1,0,0
3382.424,9.811160249,2.0,62.0,45860.11,13,0,0,15.90065569,192.2360637,0,0,0,1,0,0,1
848.3285479,11.89438103,1.0,53.0,24499.96,9,0,0,1.276890621,140.5589763,0,0,0,0,0,1,0
1302.621469,8.47545707,1.0,34.0,4493.49,9,1,1,5.915225146,180.5055152,0,1,0,0,0,1,0
730.6968601,8.643090528,1.0,53.0,17649.89,9,0,1,2.646328849,160.9128132,1,0,0,0,1,0,1
1965.419062,13.51493722,4.0,46.0,9035.25,12,0,2,13.7944302,141.0706256,0,0,0,0,0,0,1
771.5712211,13.20160356,1.0,53.0,60251.75,11,2,0,1.550579619,177.2016611,0,0,0,0,1,1,1
1830.93361,10.89636557,1.0,54.0,17773.11,12,0,0,10.03364243,211.1547837,0,0,1,0,0,1,1
1486.699299,14.63388313,1.0,60.0,47573.47,14,1,0,14.63294721,174.0455719,1,0,0,1,0,0,1
823.39436,12.77639645,1.0,53.0,47529.47,14,1,0,7.380291282,117.0722618,0,0,0,0,1,0,1
641.845268,39.8654762,10.0,20.0,59153.65,12,0,1,1.047382039,174.0032721,0,1,0,1,0,0,0
3382.424,11.84848243,1.0,89.0,71934.85,10,0,0,2.371911572,208.7222494,0,0,0,1,0,1,1
738.8929143,9.879668154,1.0,77.0,32149.05,8,2,1,4.905988692,192.5985242,0,1,0,1,0,1,0
534.5843758,12.41951649,1.0,25.0,113086.55,16,3,1,2.253077812,149.2386503,0,0,1,0,1,0,0
427.0934802,6.841708377,1.0,89.0,33186.785,15,0,0,1.59959844,169.1399449,0,0,0,1,0,1,0
3382.424,9.859833615,1.0,39.0,21128.1,13,0,0,27.46106977,222.2214064,0,0,0,1,0,1,1
1072.481938,10.73305346,2.0,58.0,17104.94,15,0,1,1.457335487,199.6301566,0,0,0,0,0,1,1
2389.270826,9.974952065,10.0,53.0,132139.98,16,2,0,17.34243942,256.0656776,0,0,0,1,0,1,1
1663.694612,11.39311488,0.0,88.0,6953.72,14,0,0,36.19603,191.1604696,0,0,0,0,0,1,1
1887.894567,10.15916106,1.0,27.0,68776.91,14,1,0,16.66814552,118.2190809,0,0,0,0,1,0,1
1943.761302,11.80754139,0.0,53.0,131500.47,16,1,1,16.66213522,219.5300045,0,0,1,1,0,1,1
1794.480836,8.732120424,1.0,85.0,33186.785,14,2,0,14.38485335,142.2222834,0,0,0,0,0,1,0
985.5778302,9.472860628,1.0,21.0,36226.45,13,1,0,1.443775322,141.9180187,1,1,0,0,0,0,1
1589.339963,15.64731604,1.0,23.0,44520.0,13,1,0,9.349597147,276.6077236,0,0,1,1,0,1,1
792.520824,9.272391541,2.0,72.0,33186.785,12,0,0,4.945014197,161.6831154,0,0,0,1,0,1,0
3382.424,6.867895636,0.0,37.0,33186.785,11,0,1,8.015401085,114.8273134,0,0,0,0,1,0,0
3382.424,2.788771176,1.0,31.0,55821.74,12,1,1,1.153881327,203.8493666,0,0,1,1,0,0,1
1738.098524,7.474806106,3.0,29.0,88584.08,16,0,0,18.09905454,147.5988037,0,0,0,1,0,0,0
474.5558784,8.388484157,1.0,80.0,6274.49,13,0,2,36.19603,140.398815,0,0,0,0,1,1,0
2026.429158,8.835603168,1.0,23.0,33186.785,15,4,1,11.20984456,190.5650019,0,0,0,0,0,1,1
1434.828418,12.31811447,1.0,70.0,20377.63,7,1,1,5.566520625,224.2283057,0,1,0,0,0,1,1
754.4414431,12.48444346,4.0,41.0,20412.53,17,3,0,2.380500918,142.5064538,0,1,0,0,1,1,0
1784.759356,12.08318002,1.0,44.0,47154.41,12,2,0,8.979360083,200.4835902,0,1,0,0,0,1,1
1069.849043,8.320910086,0.0,33.0,49397.46,14,3,0,8.840888613,169.516366,0,1,0,1,0,0,1
3382.424,8.335673239,4.0,19.0,33186.785,15,2,0,8.137267032,179.4327266,1,0,1,1,0,1,0
1548.705967,6.168661925,8.0,53.0,186035.04,12,2,0,2.258852671,233.8910909,0,0,0,0,0,1,1
863.4623731,10.15182328,0.0,72.0,37340.2,9,0,0,2.010811355,171.5236771,0,0,0,0,0,0,1
708.9358044,10.09798019,1.0,43.0,22303.29,13,2,0,36.19603,240.6476953,0,0,0,1,0,1,1
1136.110777,8.023076448,0.0,23.0,7211.12,13,0,0,7.918062789,152.0199668,1,1,0,1,0,0,1
804.489391,9.23309663,1.0,20.0,58333.09,16,0,0,1.515452465,209.7189569,0,0,0,0,1,1,1
1202.670117,9.588059478,0.0,56.0,46257.12,12,1,0,3.857300987,156.0239605,0,0,0,0,0,0,1
1244.709018,10.50243484,3.0,69.0,33186.785,11,1,2,7.882710227,127.3015869,1,1,0,0,0,1,0
1040.272445,10.57596386,0.0,60.0,15902.97,13,0,0,3.950587999,161.8177581,0,0,0,0,0,1,0
1664.080114,7.696175372,3.0,88.0,11586.87,12,1,0,36.19603,229.7379574,0,1,0,1,0,1,1
1366.71852,11.68076971,2.0,53.0,29621.97,11,1,0,6.721823696,260.977597,0,1,0,1,0,1,1
600.0687482,10.97550703,1.0,82.0,29853.08,16,1,0,1.796688583,150.2508781,0,0,0,1,0,0,0
1848.378413,8.520766499,2.0,82.0,33186.785,11,0,0,12.51401968,188.0485007,1,1,0,0,0,1,1
1352.986244,11.03420234,1.0,53.0,19287.42,14,1,0,9.485268741,103.4967839,0,0,1,0,0,0,0
2323.778584,38.19933706,4.0,31.0,48925.7,11,0,1,19.02547148,251.965685,0,0,0,1,0,1,1
1084.371719,15.29755421,2.0,24.0,13622.77,13,2,0,2.506101194,254.9052156,0,1,0,1,0,1,1
1615.988955,6.504514644,9.0,41.0,4032.12,5,0,1,7.55918608,131.2345929,1,0,0,0,0,0,1
643.5422493,10.9336888,1.0,63.0,33186.785,9,1,0,36.19603,230.3944556,0,0,0,1,0,1,0
3382.424,14.80221615,0.0,53.0,25593.92,16,2,1,6.069124406,150.8994189,0,0,0,1,0,0,1
841.9396981,36.16560843,1.0,58.0,45252.03,14,1,0,3.079467822,248.1572403,0,0,0,1,0,1,1
939.1433243,12.93175957,1.0,37.0,18394.86,14,1,1,6.240783682,150.5564417,0,0,1,1,0,0,1
1588.313232,13.25579641,1.0,53.0,33186.785,11,0,0,11.76491612,190.9726704,0,0,1,0,1,1,1
791.8768514,11.7046657,3.0,53.0,10365.43,14,3,0,4.868716415,179.950185,0,0,0,1,0,0,0
1464.182884,10.13276893,3.0,74.0,109366.11,16,0,0,36.19603,225.954853,0,0,0,0,0,1,1
1838.063609,10.255365,0.0,38.0,33186.785,19,3,0,15.27829427,230.6033242,0,0,0,1,0,1,1
1173.76564,6.740030426,3.0,19.0,41311.01,7,1,0,36.19603,210.2158549,0,0,0,0,1,1,1
1280.37995,37.82308707,4.0,81.0,33186.785,13,0,0,9.618627021,179.1974685,0,1,0,0,1,0,1
767.8506996,10.6965622,7.0,65.0,59990.91,14,0,0,4.952763872,151.0402126,0,0,1,1,0,0,1
816.9532955,11.23366556,0.0,48.0,48587.84,11,0,0,1.819217843,267.0680089,0,0,1,1,0,1,1
1919.29861,10.1618691,2.0,67.0,154718.85,6,0,0,16.62593689,243.0378369,0,0,0,1,0,1,1
800.3296612,9.448063574,1.0,44.0,6315.99,6,0,0,6.429025787,166.1513766,1,0,0,1,0,0,0
1070.978131,13.63583965,0.0,53.0,66392.52,10,1,1,5.31868521,190.1318486,0,0,1,0,1,1,1
2065.398671,11.8489553,1.0,70.0,16469.29,10,0,1,16.4659765,241.7736114,0,0,0,0,1,1,1
1477.960194,11.26577705,1.0,86.0,33186.785,13,1,0,9.188837964,132.9883594,0,0,0,0,0,0,1
1298.399804,4.464840237,1.0,79.0,15202.61,13,3,2,13.3771743,138.743346,0,0,0,1,0,0,1
888.7604416,8.662127102,1.0,78.0,33186.785,11,2,2,5.688867768,207.0146418,1,1,0,1,0,1,1
433.121911,6.852061029,3.0,70.0,71860.3,14,1,0,2.049006759,105.8092183,1,0,0,0,1,0,1
2496.770215,8.775610722,1.0,63.0,33323.68,20,1,0,22.11524673,172.7828238,0,0,1,0,0,1,0
561.4934455,6.268489959,1.0,53.0,33186.785,10,2,0,6.524843094,123.3891387,0,0,0,1,0,0,0
587.1708313,13.47209752,1.0,80.0,35681.35,9,1,0,3.976063151,179.8289244,1,0,0,1,0,0,0
2278.858365,9.577159222,1.0,53.0,33186.785,15,2,1,24.64624542,137.4608807,0,0,1,1,0,0,1
1034.285556,11.13465134,3.0,53.0,33186.785,12,2,0,7.852675802,127.3810761,0,0,0,0,1,0,1
1668.961962,11.36148771,1.0,53.0,27475.94,13,1,0,36.19603,212.0595312,0,0,0,0,0,1,1
1422.632058,6.939423393,0.0,53.0,59702.94,13,0,2,11.42508906,223.4889957,0,0,0,1,0,1,1
630.0568972,10.31480942,3.0,40.0,18203.4,10,0,0,3.328266165,173.5207878,0,0,0,1,0,0,0
1150.804118,6.045444682,2.0,72.0,33186.785,13,1,1,2.722310392,220.6718003,1,1,0,0,0,1,1
1223.869565,7.671422802,6.0,65.0,33186.785,12,1,0,36.19603,118.1753582,0,0,0,0,1,0,1
1065.450757,12.95004592,0.0,53.0,3836.01,14,0,0,36.19603,287.6445408,0,0,1,1,0,1,1
3382.424,9.496686549,3.0,20.0,33186.785,18,0,0,11.34544436,141.5463115,1,0,0,0,0,0,0
1604.372091,11.40583358,0.0,84.0,126236.18,13,0,2,36.19603,207.9759621,0,0,0,1,0,0,1
2035.86052,9.794243425,1.0,70.0,28797.05,16,3,0,36.19603,125.9245052,0,0,0,0,0,0,0
2220.436194,19.2727822,1.0,86.0,43552.14,16,0,0,36.19603,162.4657727,0,1,0,0,0,1,0
908.6839372,5.290025808,1.0,53.0,33186.785,14,1,0,36.19603,156.9116154,0,0,1,1,0,0,0
2329.836404,8.764425793,1.0,41.0,25312.29,13,0,0,18.33393114,129.7597526,0,0,0,0,0,0,0
1714.188033,4.442904691,0.0,59.0,40787.88,10,3,0,18.29391747,170.9859155,0,0,0,1,0,1,0
1086.632821,11.43336861,0.0,89.0,77269.05,9,0,1,12.43358232,150.6546107,1,0,0,1,0,0,1
682.9095847,9.131658569,1.0,36.0,35357.64,13,1,1,4.303849456,180.6340868,0,0,0,1,0,1,0
1077.996673,4.099227626,1.0,71.0,9033.82,12,1,0,9.539729035,180.6896506,0,0,1,1,0,1,0
1333.027522,8.742435151,1.0,20.0,50934.88,9,1,0,6.339774346,131.9089065,0,0,1,0,0,0,1
1277.1051,9.058806996,5.0,62.0,33186.785,11,1,0,4.969645421,288.2705429,1,1,0,1,0,1,1
1312.896111,6.424175296,2.0,53.0,33186.785,6,0,0,5.376652863,161.1928788,0,1,0,0,0,0,0
1638.77523,13.37346693,0.0,38.0,14562.52,11,1,1,11.67460124,141.2584581,0,0,1,0,0,0,0
2267.242164,10.66902968,1.0,55.0,33186.785,7,0,1,24.71916223,178.9208634,0,0,1,1,0,0,0
680.5565136,5.974936793,1.0,53.0,55625.04,8,1,2,4.354733929,172.2033579,0,0,0,1,0,1,0
923.420908,13.35939656,1.0,52.0,6904.02,14,0,0,10.11019941,82.17486582,0,0,0,0,1,0,0
1587.826878,9.323005102,1.0,89.0,34434.44,11,0,0,36.19603,123.8040709,0,0,0,0,0,0,0
565.4577938,12.43279706,1.0,84.0,33186.785,11,0,1,36.19603,124.0781673,0,0,1,0,0,0,0
1097.505591,10.61465354,1.0,36.0,67235.07,11,1,0,2.606228436,127.8188231,0,0,1,0,0,0,0
1945.444997,14.16656375,5.0,53.0,33186.785,15,0,0,13.08606275,223.4032695,0,0,0,1,0,1,1
933.2803403,14.39864017,3.0,53.0,33823.17,12,1,1,3.644232332,255.6076225,0,0,0,1,0,1,1
500.7187258,9.666852938,1.0,41.0,58384.68,6,1,0,1.415346194,172.8320392,0,0,0,1,0,1,0
1503.123653,9.883486124,0.0,53.0,16921.75,16,1,0,15.1418246,128.3341106,0,0,0,0,1,0,1
721.8510774,9.880997049,1.0,84.0,20614.28,14,0,0,2.601455981,232.5390489,0,0,0,1,0,1,1
1674.078908,36.55629513,5.0,78.0,22247.54,8,0,0,36.19603,212.6530016,0,0,0,1,0,1,0
2155.00052,14.31568913,4.0,53.0,36486.42,11,1,0,13.37654004,186.9066374,0,0,0,0,0,0,1
1088.786574,36.27798514,1.0,38.0,4109.71,16,1,0,4.486607929,215.540392,1,1,0,1,0,0,1
892.0207872,11.65494626,0.0,19.0,86396.3,17,0,0,7.904120653,114.4247733,0,0,0,0,1,0,0
756.2815791,9.605475635,1.0,28.0,1443.16,15,0,1,2.017579009,142.7848645,0,0,0,0,1,0,1
811.3375327,10.49023688,0.0,74.0,17782.67,12,1,0,9.716257401,148.2912762,0,0,1,1,0,0,0
2020.504216,13.87623762,1.0,19.0,89527.4,8,1,0,18.05033087,91.61045708,0,0,0,0,0,0,0
955.7834668,11.87089931,1.0,53.0,5387.61,6,1,0,8.700517617,180.0121212,0,0,1,1,0,1,0
1808.366194,11.13056416,3.0,73.0,10842.41,13,1,0,36.19603,269.013115,0,0,1,0,0,1,1
1743.932853,9.073936121,1.0,22.0,30185.46,15,2,1,5.898536601,267.5136201,0,1,0,0,0,1,1
551.6881554,8.638683756,0.0,30.0,71322.77,15,1,0,4.929637705,93.39738363,1,0,0,0,1,0,0
1141.532192,7.840506877,1.0,85.0,25434.15,11,0,0,8.713385365,232.1655106,0,0,0,1,0,1,1
3382.424,9.545156216,1.0,82.0,33186.785,10,0,1,13.0035986,171.3535151,0,0,0,0,1,0,1
1911.782207,7.685060584,0.0,53.0,33186.785,10,0,0,14.45990083,233.4406032,0,1,0,1,0,1,1
571.1030177,12.0329662,4.0,83.0,36472.91,13,1,0,5.837241927,81.73142954,0,1,0,0,1,0,0
1705.362101,12.54790505,1.0,53.0,33186.785,15,0,1,10.81815085,171.6685335,1,0,1,0,0,1,0
821.1684673,3.717240552,1.0,30.0,24600.9,17,2,1,4.764739683,182.1899671,0,0,0,1,0,1,0
913.521381,36.11934076,2.0,74.0,60420.05,15,2,2,4.056889119,271.2552358,0,1,0,1,0,1,1
1114.016493,9.402942695,0.0,27.0,44447.24,14,2,1,9.876537733,128.2462939,0,0,0,0,1,0,0
286.5451139,9.117576749,1.0,53.0,33186.785,17,1,2,1.018519598,159.1804067,1,1,0,0,1,0,0
1171.815364,7.993605387,0.0,66.0,33663.55,12,1,1,8.938308825,184.777539,0,0,0,1,0,1,0
437.8833399,9.113309402,0.0,53.0,33186.785,11,1,1,4.187033385,156.378608,0,0,0,1,0,0,0
2062.863163,8.378967669,1.0,53.0,33186.785,11,0,2,14.7804282,162.3419937,0,0,1,0,0,0,1
1857.751688,6.666376162,4.0,63.0,37747.34,12,2,0,15.24536909,211.433114,0,0,1,1,0,1,1
1782.558347,9.340271995,3.0,53.0,33186.785,12,0,0,9.690818661,200.0655018,0,0,1,0,0,0,1
3382.424,14.86139062,1.0,27.0,20372.35,16,2,0,4.218778557,144.9949315,0,0,0,1,0,0,0
1156.192762,7.733662723,1.0,53.0,15878.23,11,0,0,2.205915318,164.587611,0,0,1,0,0,0,1
2001.502073,8.114458674,1.0,42.0,70711.36,13,1,0,36.19603,245.035713,0,0,0,0,0,1,1
789.5226439,39.06988428,4.0,44.0,33186.785,10,0,0,1.929621761,136.1622905,0,1,0,0,0,0,0
1996.643218,11.72541939,1.0,64.0,81748.07,5,1,0,16.64037206,140.4215362,1,0,0,0,0,1,0
1284.667114,9.969641375,3.0,73.0,19146.42,12,0,1,4.898445616,187.0683471,0,0,1,0,0,1,1
951.2972085,10.46412315,5.0,53.0,61256.3,5,3,0,3.218751358,241.9901515,0,0,0,1,0,1,1
1091.751973,34.90383866,1.0,53.0,74719.96,13,0,0,10.03360917,175.6356923,1,0,0,0,1,0,0
3382.424,12.49357817,0.0,69.0,36934.53,14,3,0,36.19603,101.8462167,0,0,0,0,1,0,0
765.3008585,7.962605319,6.0,53.0,51529.04,13,2,2,36.19603,172.3180899,0,0,1,1,0,0,1
3382.424,12.66323443,1.0,58.0,33186.785,5,0,0,9.473751367,217.3121811,0,0,0,1,0,1,0
2323.477681,41.49606325,1.0,21.0,28727.43,11,1,0,36.19603,170.9249284,1,0,0,0,0,0,0
1756.819542,7.41439739,4.0,53.0,17101.08,8,2,0,10.19437082,130.1734987,0,0,1,0,0,1,0
676.0809142,11.33368593,9.0,53.0,33186.785,16,0,0,2.871446409,104.615993,0,1,0,0,1,0,0
1281.533791,11.48138748,1.0,31.0,80892.92,15,0,0,7.292787239,117.9762801,0,0,0,0,0,0,0
1155.865056,9.315963745,2.0,53.0,13376.86,11,0,0,8.458121948,214.2948256,1,1,0,1,0,1,0
1671.835787,39.13673036,0.0,53.0,33186.785,8,0,1,36.19603,232.7541481,0,0,0,1,0,1,0
3382.424,6.458883028,1.0,47.0,27222.52,16,0,0,8.92504512,201.4923009,0,0,0,0,1,1,1
1882.523799,6.074883133,0.0,53.0,79189.23,13,1,1,11.24061076,254.4026507,0,1,0,0,0,1,1
3382.424,8.842843431,8.0,53.0,11354.23,18,1,0,36.19603,189.383288,0,0,1,0,0,1,1
1653.999552,10.01941517,1.0,40.0,33186.785,10,2,0,6.681362911,202.56753,0,0,0,0,0,1,1
1228.657511,12.11569433,1.0,51.0,25808.98,8,3,0,5.824620949,152.4627699,0,0,1,0,0,0,1
1912.109481,8.684887624,1.0,71.0,40548.91,10,0,0,18.97328429,181.254286,1,0,0,1,0,0,1
