Unnamed: 0,Children,Age,Education,Employment,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Contract,InternetService,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Solutions,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,Techie_Yes,Port_modem_Yes,Tablet_Yes,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes
2096,5.0,34.0,"Some College, 1 or More Years, No Degree",Full Time,115414.87,Male,Yes,12.10140094,14,3,1,Month-to-month,DSL,5.661620031,173.7876271,3382.424,3,3,3,4,3,4,3,4,False,True,False,False,True,False,False,True,False,False,True,True
2102,1.0,55.0,Regular High School Diploma,Full Time,33186.785,Male,No,9.225948252,11,4,0,Two Year,No service,12.03581919,140.2706982,3382.424,3,3,2,5,2,4,4,3,False,True,False,True,False,False,True,False,True,True,False,False
2122,1.0,43.0,Regular High School Diploma,Full Time,66031.23,Male,No,12.11909683,9,4,1,Two Year,Fiber Optic,15.2108962,209.7071873,3382.424,4,5,4,5,2,4,5,6,False,False,False,True,False,True,False,False,False,True,True,True
2123,1.0,53.0,Bachelor's Degree,Student,146782.33,Male,No,12.69810477,12,2,0,Two Year,DSL,1.577214665,93.7637016,575.972228,2,3,2,3,3,3,4,3,False,True,False,True,False,False,False,False,False,False,False,False
2128,8.0,30.0,Regular High School Diploma,Full Time,54713.59,Female,No,11.36849522,18,1,1,Month-to-month,Fiber Optic,5.943865032,159.8628047,1039.286045,4,4,3,3,4,3,3,3,False,True,False,True,False,False,False,True,False,False,True,False
2134,4.0,31.0,Master's Degree,Full Time,14048.76,Male,Yes,6.770427454,13,1,1,Two Year,No service,9.637159013,203.2423018,1639.666431,7,6,6,6,4,4,5,6,False,False,False,False,False,True,False,True,True,True,True,True
2145,8.0,37.0,"Some College, Less than 1 Year",Student,53358.81,Male,Yes,13.63111377,9,0,2,Month-to-month,DSL,24.34252164,203.0695366,3276.40737,2,1,3,4,2,3,4,3,False,False,False,True,False,True,False,False,True,True,True,True
2149,8.0,76.0,Master's Degree,Retired,22626.3,Male,Yes,14.69267051,18,0,0,Month-to-month,DSL,5.297269922,132.370088,1326.549878,5,4,4,2,4,3,3,3,False,True,False,True,False,True,False,False,True,True,False,True
2150,1.0,87.0,Regular High School Diploma,Unemployed,33186.785,Female,Yes,8.25969249,7,4,0,Month-to-month,DSL,5.099454031,213.0407994,1362.860416,3,4,5,4,3,3,1,2,False,True,False,False,False,True,True,False,False,True,True,True
2154,8.0,30.0,GED or Alternative Credential,Full Time,19284.89,Female,Yes,13.00210442,11,1,0,Month-to-month,Fiber Optic,15.51193815,222.3459838,2196.073405,3,2,4,5,2,5,5,3,False,True,False,True,False,True,False,True,False,True,True,True
2171,8.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Female,No,9.308155167,12,1,0,Month-to-month,No service,16.02992173,117.461239,1806.59355,2,3,3,3,5,2,2,3,False,False,True,True,False,True,False,False,False,False,True,False
2173,2.0,35.0,Associate's Degree,Full Time,11970.69,Male,Yes,41.21799473,13,1,1,Month-to-month,No service,7.535728902,144.1542981,965.7588051,3,4,4,5,3,5,3,4,False,False,False,True,False,False,False,False,False,False,True,False
2176,0.0,70.0,Regular High School Diploma,Retired,27386.37,Female,No,10.70438674,12,4,1,Two Year,DSL,12.43720599,201.3666969,1980.207923,3,3,5,4,3,6,3,5,False,True,False,True,False,True,False,True,False,True,True,False
2179,10.0,44.0,Bachelor's Degree,Full Time,38310.04,Male,No,6.713058974,13,0,1,Two Year,Fiber Optic,4.6321531,138.0537082,945.5166208,5,3,4,3,3,4,4,3,False,True,False,True,False,False,False,False,False,True,False,False
2185,1.0,75.0,Regular High School Diploma,Full Time,36649.03,Male,No,12.00597778,14,0,0,One year,DSL,11.00763586,185.1375125,1835.301769,6,5,5,4,1,6,6,8,False,True,True,False,True,True,True,False,False,False,True,False
2189,1.0,43.0,"Some College, 1 or More Years, No Degree",Full Time,9011.25,Female,Yes,10.4349606,12,4,0,Month-to-month,Fiber Optic,4.275018982,184.9669185,3382.424,2,2,2,5,3,2,2,3,False,False,False,False,True,True,False,True,False,True,False,True
2193,1.0,81.0,Associate's Degree,Full Time,42530.46,Male,Yes,10.20382058,14,5,0,Month-to-month,DSL,2.918825704,213.3325675,3382.424,1,1,2,3,3,3,2,2,False,True,False,True,False,False,False,True,True,True,True,False
2197,1.0,19.0,Regular High School Diploma,Full Time,44080.0,Female,No,16.3732636,7,1,0,Month-to-month,No service,4.79897743,126.9553607,746.7953574,3,4,3,1,7,2,2,4,False,False,True,True,False,False,False,False,True,False,True,True
2199,9.0,53.0,Master's Degree,Retired,33186.785,Prefer not to answer,No,8.101416737,7,2,1,Month-to-month,DSL,4.927273468,114.6122197,1075.114258,3,3,3,2,5,2,3,4,False,False,True,True,False,False,True,False,False,False,False,True
2202,1.0,89.0,"9th Grade to 12th Grade, No Diploma",Retired,98189.95,Female,Yes,39.24278845,15,1,0,Month-to-month,DSL,26.74208979,273.3507696,3121.880615,4,3,3,4,4,4,2,5,False,False,True,True,True,False,False,True,True,True,True,False
2203,8.0,53.0,Bachelor's Degree,Full Time,24364.42,Female,Yes,11.81520347,11,1,0,Month-to-month,DSL,4.029419334,136.5195682,1244.250467,4,3,2,4,4,4,5,4,False,False,False,True,True,False,False,True,False,False,False,True
2207,2.0,35.0,"Some College, Less than 1 Year",Full Time,21302.74,Male,No,37.60970266,17,1,0,One year,No service,11.90633605,200.2155156,1495.042007,4,4,4,4,4,4,4,3,False,False,False,True,True,False,True,False,True,True,False,False
2209,10.0,53.0,Associate's Degree,Full Time,11359.36,Female,No,15.2867869,9,0,0,Two Year,DSL,1.445549441,104.8601039,869.1995017,2,4,4,4,2,4,4,3,False,True,False,True,False,False,False,False,False,False,False,False
2220,2.0,53.0,Bachelor's Degree,Student,33578.92,Male,No,38.70074437,14,0,0,Two Year,Fiber Optic,3.08966257,181.1298584,634.9659165,5,5,4,3,5,2,3,3,True,True,False,False,False,True,True,False,True,False,False,False
2224,3.0,46.0,Bachelor's Degree,Retired,60537.01,Male,Yes,39.44213435,12,0,0,Month-to-month,DSL,10.37052081,212.565145,1772.190486,3,2,3,4,3,4,5,3,False,True,False,True,True,False,True,False,False,False,True,True
2252,8.0,77.0,Bachelor's Degree,Full Time,33186.785,Prefer not to answer,Yes,6.55785272,14,3,0,Month-to-month,DSL,36.19603,181.8743361,2128.992056,4,3,4,2,4,4,3,5,False,True,True,True,True,False,True,False,False,False,True,True
2255,0.0,39.0,Regular High School Diploma,Retired,15635.66,Female,Yes,38.88821967,14,1,0,Month-to-month,DSL,1.703798594,158.1672804,744.427424,3,2,4,4,4,5,4,3,False,False,True,True,False,False,False,False,False,False,True,True
2264,4.0,63.0,Regular High School Diploma,Part Time,33186.785,Female,No,6.567673611,17,1,0,Two Year,No service,4.719730523,127.0764564,626.8266819,7,6,6,2,5,4,3,4,False,False,False,True,False,False,False,False,True,False,True,True
2268,3.0,22.0,GED or Alternative Credential,Full Time,33186.785,Male,Yes,19.30077262,6,4,0,Two Year,DSL,16.30451153,246.1102995,3382.424,3,3,3,3,3,4,2,2,False,False,True,True,True,True,True,False,False,True,True,True
2273,8.0,81.0,"Some College, Less than 1 Year",Retired,50836.65,Male,Yes,10.42881431,17,2,3,Month-to-month,Fiber Optic,15.88922624,241.8030548,2018.432674,6,5,6,4,4,7,6,4,False,False,False,True,True,False,False,False,False,True,True,False
2284,1.0,60.0,Bachelor's Degree,Full Time,20029.65,Female,No,10.37353421,12,1,0,Month-to-month,Fiber Optic,18.13801728,172.4505544,1791.953298,4,3,3,7,2,4,4,4,False,True,True,True,True,True,False,False,False,True,False,False
2285,10.0,85.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Female,Yes,10.33519134,13,0,0,One year,Fiber Optic,3.935133866,255.0414275,1151.849425,4,4,4,4,3,5,4,3,False,True,False,True,False,False,True,True,True,True,True,False
2289,0.0,43.0,Professional School Degree,Full Time,41398.21,Female,No,41.07836618,16,1,0,Two Year,DSL,1.739448653,180.9139102,949.5030179,5,6,6,2,4,5,5,3,False,True,False,True,False,False,True,True,False,True,False,False
2294,1.0,26.0,No Schooling Completed,Full Time,113438.34,Female,Yes,4.658445162,12,2,0,Month-to-month,DSL,6.981941081,159.5876171,1403.290023,4,4,4,3,4,3,4,2,True,True,True,True,True,False,True,True,False,False,False,False
2303,1.0,55.0,Nursery School to 8th Grade,Part Time,50428.1,Female,Yes,37.46602803,13,0,1,One year,DSL,13.71891459,252.6490628,2259.182707,4,4,4,2,4,3,4,4,False,False,False,True,False,True,True,True,False,True,True,True
2318,2.0,53.0,Regular High School Diploma,Unemployed,33186.785,Male,Yes,35.78166469,15,2,0,Month-to-month,No service,12.21802473,215.4294523,1749.384846,3,2,2,5,2,3,4,2,True,True,True,True,False,False,False,True,False,True,True,True
2327,1.0,47.0,No Schooling Completed,Full Time,33186.785,Female,Yes,36.50873175,13,0,1,Month-to-month,No service,2.497433734,234.8797431,739.280489,2,2,4,4,2,5,4,2,False,False,False,True,True,False,False,False,False,True,True,True
2335,0.0,25.0,"Some College, 1 or More Years, No Degree",Unemployed,39681.63,Male,Yes,4.417131291,16,0,3,Month-to-month,Fiber Optic,4.244853524,195.3248299,829.6494763,3,4,2,3,3,1,3,2,False,False,True,True,True,False,False,True,True,True,False,False
2352,10.0,64.0,Nursery School to 8th Grade,Full Time,143972.73,Male,Yes,10.9495594,13,1,0,Month-to-month,Fiber Optic,15.73242872,263.2889909,2212.360308,2,3,3,4,4,3,4,2,False,False,True,True,True,False,False,True,True,True,True,True
2355,1.0,86.0,Bachelor's Degree,Full Time,143217.5,Male,No,11.39778489,13,2,0,One year,DSL,17.20501952,140.1177331,3382.424,4,4,4,2,4,3,2,4,False,False,True,True,False,False,False,True,False,False,True,False
2356,4.0,49.0,"9th Grade to 12th Grade, No Diploma",Retired,64697.57,Female,No,7.515230094,15,1,0,Two Year,No service,36.19603,123.1825691,3382.424,5,7,4,3,4,5,3,3,False,False,False,True,True,False,False,False,True,False,False,True
2358,1.0,53.0,Bachelor's Degree,Part Time,116086.18,Female,No,10.21913315,16,1,0,Two Year,Fiber Optic,2.47794468,170.6831872,612.0541917,3,3,3,3,3,4,3,4,True,False,True,True,False,False,True,False,True,True,False,False
2360,3.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,134691.26,Female,No,11.96299766,11,0,0,Month-to-month,Fiber Optic,20.14175907,171.0945549,1982.143037,3,3,4,4,5,4,4,4,False,True,False,False,False,False,True,False,False,False,True,False
2366,0.0,29.0,Regular High School Diploma,Unemployed,33186.785,Female,Yes,5.254274217,15,2,1,Month-to-month,DSL,1.582585161,173.2903396,950.7410569,5,6,4,4,3,6,5,7,False,False,False,True,False,False,True,True,True,False,True,True
2374,0.0,32.0,"Some College, 1 or More Years, No Degree",Full Time,90075.68,Male,Yes,11.41985667,13,1,3,Month-to-month,DSL,23.16242058,143.2106214,2698.307074,2,3,2,4,5,4,2,3,True,True,False,True,False,False,False,True,True,True,False,False
2387,8.0,65.0,Regular High School Diploma,Retired,33186.785,Female,No,11.70056908,6,3,1,Two Year,Fiber Optic,36.19603,205.8917851,1849.738644,3,2,3,3,4,2,3,3,False,True,False,True,True,False,True,True,False,True,False,True
2398,1.0,83.0,"Some College, Less than 1 Year",Full Time,6377.91,Male,Yes,5.188869739,9,4,0,One year,DSL,5.494535742,199.168594,3382.424,2,3,3,2,4,3,2,2,False,False,True,True,False,False,False,True,False,True,True,True
2403,3.0,59.0,"Some College, 1 or More Years, No Degree",Full Time,7614.82,Male,Yes,39.88088736,13,1,0,Month-to-month,No service,3.919918851,216.563596,969.0951508,2,3,3,4,2,4,4,5,False,True,False,True,False,False,False,True,False,True,True,True
2408,3.0,74.0,Regular High School Diploma,Full Time,6703.29,Female,No,40.47276323,9,2,0,Month-to-month,No service,19.14395052,141.5055614,1649.813925,2,2,3,4,3,4,2,3,False,False,True,True,True,False,False,False,False,False,False,True
2422,10.0,18.0,"Some College, 1 or More Years, No Degree",Student,43660.61,Female,Yes,12.0647204,8,0,0,Month-to-month,DSL,2.969720458,166.4027768,1444.44469,4,4,5,4,2,4,5,6,True,False,False,True,False,False,True,True,True,True,False,True
2425,2.0,61.0,Associate's Degree,Full Time,78456.37,Male,Yes,38.35885092,14,1,0,One year,DSL,14.10182904,266.6669348,2353.047822,3,4,3,3,5,3,4,3,False,True,False,True,False,True,True,True,True,True,True,True
2432,1.0,76.0,Bachelor's Degree,Retired,62190.11,Male,No,40.08342701,15,1,0,Month-to-month,DSL,5.80298375,187.9313113,1163.473611,4,3,3,5,4,4,3,5,False,False,False,True,True,False,True,True,False,False,False,True
2445,1.0,29.0,No Schooling Completed,Retired,50968.3,Female,No,10.49148934,7,0,0,Two Year,Fiber Optic,1.65212658,180.0480453,462.2211376,3,3,3,2,7,2,3,4,True,True,False,True,True,False,False,False,False,False,True,False
2448,9.0,53.0,Bachelor's Degree,Part Time,108839.09,Female,No,39.83019911,13,0,0,One year,DSL,2.128509994,147.3717882,3382.424,2,3,3,3,4,2,2,3,False,False,True,True,False,False,False,True,False,False,False,False
2456,3.0,53.0,Bachelor's Degree,Full Time,20415.05,Female,Yes,39.20633476,8,1,0,Month-to-month,DSL,1.293544106,157.9977896,712.4768186,3,2,3,4,4,2,3,3,False,True,False,True,False,False,False,False,True,True,False,False
2468,1.0,53.0,Regular High School Diploma,Full Time,37908.68,Female,Yes,5.961733101,15,5,2,Month-to-month,DSL,19.12427558,186.585303,2392.010213,3,3,3,4,4,3,4,2,False,False,False,True,False,False,False,False,False,True,True,True
2470,1.0,53.0,Regular High School Diploma,Part Time,31529.9,Female,No,36.55369843,11,1,0,Two Year,No service,18.85719622,165.4673188,1819.57724,3,2,2,3,3,4,4,2,False,False,True,True,True,False,False,False,False,True,False,True
2477,0.0,54.0,Regular High School Diploma,Full Time,108135.12,Female,No,38.35044754,14,0,0,Two Year,Fiber Optic,6.453124247,179.1478872,792.1819969,3,4,3,3,3,3,4,4,False,False,True,True,False,False,False,True,False,True,False,True
2479,1.0,46.0,Bachelor's Degree,Full Time,64898.06,Female,Yes,10.34639187,14,4,0,Month-to-month,Fiber Optic,4.35567735,243.1953557,1002.004764,2,3,3,3,2,3,3,3,False,False,False,True,False,False,True,True,False,True,True,False
2488,8.0,18.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Female,No,18.69047353,12,0,1,Two Year,Fiber Optic,18.80980071,275.3834533,2596.374524,5,4,4,4,4,3,4,3,False,False,False,True,True,False,True,True,False,True,True,False
2508,1.0,77.0,Nursery School to 8th Grade,Full Time,62989.06,Female,No,2.311271989,9,1,0,Month-to-month,DSL,27.45629648,162.6639484,2859.041314,4,5,3,5,3,7,4,5,False,True,False,True,False,False,True,False,True,False,True,False
2514,2.0,36.0,Bachelor's Degree,Part Time,26639.43,Female,Yes,37.21123834,12,0,0,Month-to-month,Fiber Optic,8.973181409,268.4914736,1367.523632,3,1,3,5,3,3,2,3,False,False,False,True,True,False,False,False,False,True,True,True
2520,8.0,23.0,Regular High School Diploma,Full Time,33186.785,Male,Yes,13.69297718,12,0,2,Month-to-month,DSL,12.52501916,207.6218069,3382.424,4,3,2,3,5,4,4,3,False,False,True,True,True,False,True,True,True,False,True,False
2528,1.0,33.0,Master's Degree,Full Time,23553.75,Male,No,35.52813914,14,0,0,One year,Fiber Optic,5.585806547,212.2429091,1036.098256,3,4,4,4,3,4,4,5,False,False,False,True,False,True,True,True,False,False,True,False
2534,8.0,53.0,"Some College, Less than 1 Year",Retired,33186.785,Female,Yes,8.319545874,13,1,1,One year,DSL,36.19603,162.6991346,950.4411542,4,4,4,4,5,3,3,4,True,True,True,True,False,False,True,False,True,False,True,False
2535,4.0,53.0,Nursery School to 8th Grade,Full Time,62362.09,Male,Yes,35.97534628,12,1,2,Month-to-month,Fiber Optic,3.680184549,164.5251791,587.7258611,3,3,3,3,4,4,4,4,False,False,True,True,False,False,False,False,False,True,False,False
2551,1.0,52.0,No Schooling Completed,Retired,8257.65,Female,No,42.28081156,15,1,1,One year,No service,10.86199006,183.3561938,1364.293464,2,3,2,4,3,5,4,3,False,True,True,True,False,True,True,True,True,True,False,True
2558,3.0,46.0,Associate's Degree,Full Time,49535.29,Female,Yes,12.692213,18,0,0,Month-to-month,DSL,6.905862157,199.1188808,3382.424,7,7,6,4,4,4,4,5,False,True,False,True,True,True,True,True,True,True,False,True
2570,1.0,63.0,Regular High School Diploma,Full Time,42613.78,Female,No,11.16395271,14,5,0,One year,DSL,36.19603,162.5418507,1636.48816,4,3,4,4,5,3,3,4,False,False,False,True,True,True,True,False,True,False,False,False
2581,1.0,53.0,GED or Alternative Credential,Full Time,67833.88,Female,No,42.4824709,12,2,0,One year,DSL,16.38977678,174.1396357,3382.424,3,3,3,3,4,3,3,3,True,True,True,True,False,True,True,True,True,False,False,False
2586,10.0,42.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Male,Yes,5.977965893,14,1,0,Month-to-month,Fiber Optic,3.771606914,204.5910738,1117.284921,2,2,4,4,1,5,6,6,True,False,False,True,True,True,False,True,True,False,True,False
2588,1.0,34.0,"Some College, 1 or More Years, No Degree",Full Time,47017.43,Male,No,40.78444386,14,1,0,One year,Fiber Optic,25.72493438,152.9343392,3382.424,3,4,3,3,3,3,3,4,False,True,False,True,False,False,False,True,False,False,False,True
2604,1.0,29.0,Regular High School Diploma,Full Time,32952.41,Male,Yes,10.43809782,8,4,0,Two Year,DSL,5.457127202,203.3385322,1589.753327,4,3,3,3,4,3,2,3,False,True,False,True,False,True,False,True,False,True,True,False
2618,2.0,53.0,Regular High School Diploma,Full Time,33186.785,Female,No,38.01498962,11,1,0,Two Year,DSL,36.19603,167.8374105,1584.241573,4,4,3,3,2,5,5,5,True,False,False,True,False,False,True,False,False,True,False,True
2620,2.0,82.0,Associate's Degree,Student,24128.19,Female,Yes,40.56583513,9,1,0,Month-to-month,No service,7.674186187,192.5241581,924.1809843,4,4,5,3,4,3,3,3,False,True,False,True,False,False,True,True,True,False,True,True
2622,3.0,53.0,Regular High School Diploma,Full Time,21334.55,Male,No,9.396134312,16,1,0,Month-to-month,No service,8.473965945,163.3260248,3382.424,4,4,5,3,7,4,2,4,False,False,False,True,True,True,False,False,True,False,True,True
2632,1.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,128114.29,Female,Yes,11.31716612,10,0,0,Month-to-month,Fiber Optic,12.23147105,219.3209337,1483.466725,2,4,4,4,4,5,2,2,False,True,False,True,True,True,True,False,False,False,True,False
2634,0.0,23.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Female,Yes,40.35053726,13,1,0,Month-to-month,No service,2.599616568,179.8662724,3382.424,3,2,2,4,4,1,2,4,False,True,False,True,True,False,False,True,False,True,False,True
2653,10.0,63.0,Regular High School Diploma,Student,33186.785,Male,No,11.20930075,17,1,0,Month-to-month,Fiber Optic,25.10781148,149.1061001,2646.099689,3,3,3,3,5,4,4,4,False,False,False,True,False,False,False,True,False,True,False,False
2655,1.0,32.0,"9th Grade to 12th Grade, No Diploma",Full Time,49271.78,Male,Yes,41.01507767,11,0,0,Two Year,DSL,16.74329932,272.8483405,2536.53749,4,5,3,3,5,4,4,4,False,False,False,True,True,False,False,True,True,True,True,True
2658,1.0,25.0,Nursery School to 8th Grade,Full Time,138555.91,Male,Yes,12.13295482,12,3,0,Month-to-month,DSL,11.96095692,141.3023846,2058.120961,4,2,3,1,6,3,3,6,False,True,False,True,False,True,False,True,False,False,True,True
2662,1.0,56.0,Regular High School Diploma,Full Time,33186.785,Female,No,8.812351303,10,2,3,Month-to-month,DSL,11.46673877,132.3486181,1715.911701,4,3,4,4,2,4,3,6,False,True,True,True,False,True,False,True,False,True,False,True
2665,9.0,21.0,GED or Alternative Credential,Part Time,33765.05,Male,Yes,7.963046886,11,2,1,Month-to-month,No service,2.828179792,183.1246995,3382.424,3,2,4,3,4,3,4,3,False,False,False,True,True,False,True,True,False,False,True,True
2686,4.0,53.0,Bachelor's Degree,Full Time,80674.2,Male,Yes,39.20304338,12,0,1,Two Year,No service,10.06394737,247.5252182,1686.732783,3,3,3,4,3,2,3,3,False,True,False,True,True,False,False,True,False,True,True,True
2718,1.0,37.0,Nursery School to 8th Grade,Full Time,33186.785,Male,Yes,38.42668698,11,0,0,Month-to-month,Fiber Optic,1.131429853,237.0003735,730.8534585,4,4,4,3,4,4,3,4,False,False,True,True,True,True,True,True,False,True,False,False
2740,2.0,72.0,Associate's Degree,Unemployed,20465.98,Female,Yes,36.78803004,10,1,1,Month-to-month,No service,36.19603,154.1541235,825.6485531,7,4,6,2,5,5,4,4,False,False,False,True,False,False,False,False,True,False,True,True
2743,1.0,24.0,Regular High School Diploma,Part Time,24700.6,Prefer not to answer,No,7.917042352,12,0,0,Two Year,Fiber Optic,11.84082422,154.2208032,1318.102379,6,7,7,3,4,4,4,4,False,False,False,True,False,True,False,False,True,True,False,False
2755,0.0,53.0,Bachelor's Degree,Full Time,115440.45,Female,Yes,6.307570923,11,0,0,Month-to-month,DSL,8.612474419,149.4559207,1425.150573,3,3,4,3,3,3,4,2,False,True,False,True,True,False,False,False,False,True,False,False
2762,1.0,33.0,Associate's Degree,Full Time,175137.34,Male,Yes,11.39732476,14,1,1,Month-to-month,No service,18.21029576,207.0173498,2150.497966,4,3,3,4,1,3,3,3,False,False,False,True,True,False,False,False,False,True,True,False
2772,3.0,50.0,Master's Degree,Retired,15826.38,Male,No,36.55132935,11,1,0,Month-to-month,Fiber Optic,11.16354187,199.159845,3382.424,4,5,4,4,3,4,4,4,True,False,True,True,True,True,True,False,False,False,False,False
2791,8.0,53.0,Bachelor's Degree,Retired,12031.44,Female,Yes,6.739581974,16,3,0,Month-to-month,Fiber Optic,14.63647192,267.114236,2210.449566,4,4,5,4,3,4,4,3,True,False,False,True,True,True,False,True,True,True,True,True
2795,1.0,66.0,Bachelor's Degree,Full Time,33186.785,Female,Yes,34.79853584,9,1,0,Month-to-month,No service,1.059865457,157.4849533,380.7812664,3,2,2,4,1,2,2,5,False,True,True,True,False,True,False,True,False,False,True,True
2796,3.0,82.0,Bachelor's Degree,Full Time,131511.82,Male,Yes,9.188761949,7,0,1,Month-to-month,DSL,13.47613483,172.2192869,1838.415776,3,3,3,4,3,3,5,3,False,True,False,True,True,False,True,True,True,False,False,True
2804,4.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,68517.92,Female,Yes,38.28306252,12,2,2,Two Year,DSL,3.469340841,228.0456733,3382.424,5,4,4,3,4,3,3,4,False,True,False,True,False,False,False,False,True,True,True,True
2809,1.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,10092.3,Female,Yes,38.10379454,12,0,0,Month-to-month,No service,11.71559187,149.5646791,1283.330518,3,3,3,4,3,4,4,3,False,False,False,False,False,True,False,False,True,True,False,True
2818,1.0,74.0,"Some College, Less than 1 Year",Part Time,26735.83,Male,No,11.01915635,10,1,3,One year,Fiber Optic,14.06379093,138.8959507,1271.791514,5,3,5,4,5,2,3,3,True,True,False,True,False,False,False,True,True,False,False,False
2820,8.0,53.0,Bachelor's Degree,Full Time,7585.29,Male,Yes,10.63387274,11,1,0,Month-to-month,DSL,11.20750014,186.5391413,1977.058574,2,3,3,3,3,2,3,2,False,True,False,True,True,False,False,True,True,False,True,True
2825,4.0,55.0,Regular High School Diploma,Full Time,13638.96,Female,No,38.75084954,18,1,0,Two Year,DSL,5.389465889,172.0950357,1322.429941,2,2,2,3,2,2,2,3,False,True,False,True,False,True,True,False,False,True,False,False
2832,4.0,49.0,GED or Alternative Credential,Full Time,146951.6,Female,No,7.652321521,13,1,0,Month-to-month,Fiber Optic,14.37480684,172.2649883,3382.424,4,4,3,3,4,3,3,3,False,False,True,True,False,False,True,False,True,True,False,False
2835,4.0,53.0,Associate's Degree,Full Time,9612.82,Female,No,9.840099532,7,0,0,Month-to-month,Fiber Optic,12.57562686,125.4885967,1185.107111,3,4,3,6,2,5,7,4,False,True,False,True,False,False,False,True,False,False,False,True
2838,2.0,53.0,Regular High School Diploma,Unemployed,33186.785,Female,No,8.928362624,11,4,0,Two Year,DSL,4.753084079,163.7224482,1206.589518,3,3,2,6,4,2,3,3,False,False,True,True,False,False,True,True,True,True,False,True
2851,1.0,53.0,"Some College, 1 or More Years, No Degree",Student,145163.14,Female,No,8.052853545,5,1,1,Two Year,DSL,11.40421301,159.9877574,1603.711289,3,3,2,2,4,4,4,4,False,True,True,True,True,False,True,True,False,False,False,True
2860,3.0,39.0,Regular High School Diploma,Full Time,33186.785,Female,Yes,36.20745044,12,0,0,Month-to-month,Fiber Optic,8.360060219,291.0196617,1432.224687,1,2,1,4,2,3,3,4,False,False,False,True,True,False,True,False,False,True,True,True
2861,1.0,53.0,Master's Degree,Part Time,116452.99,Female,Yes,10.71823216,12,0,1,Month-to-month,DSL,9.693607793,130.2237194,1607.273001,5,5,5,4,2,6,4,5,True,True,False,True,False,True,False,False,False,False,True,False
2879,8.0,52.0,Bachelor's Degree,Full Time,20069.27,Male,No,6.251658837,16,0,1,Month-to-month,No service,11.5268665,149.158321,1498.93018,4,5,4,4,3,3,4,3,False,True,False,True,True,False,False,False,True,True,False,True
2883,4.0,70.0,GED or Alternative Credential,Part Time,18608.64,Male,No,35.31865632,8,1,0,Month-to-month,No service,14.89363458,135.4832933,1520.458929,4,5,5,2,4,3,4,3,False,False,True,True,False,True,False,True,True,False,False,True
2886,1.0,53.0,Nursery School to 8th Grade,Student,12005.02,Female,No,35.50185424,13,0,0,Two Year,No service,13.4932341,155.4095952,1406.307337,3,3,4,5,4,4,4,5,False,True,False,True,False,False,False,True,False,False,True,True
2895,1.0,49.0,Bachelor's Degree,Full Time,34797.6,Male,Yes,41.4977094,9,1,1,Month-to-month,Fiber Optic,12.89075591,244.7008767,1548.154792,4,3,3,3,5,3,1,3,False,True,False,True,True,False,True,True,False,False,True,False
2912,1.0,89.0,Master's Degree,Full Time,122915.59,Female,Yes,8.524539959,13,0,0,Month-to-month,Fiber Optic,10.48283974,230.1574463,1308.7086,3,3,2,5,4,4,6,3,True,True,False,True,False,False,True,False,False,True,True,True
2916,0.0,67.0,Regular High School Diploma,Unemployed,33186.785,Female,No,41.30295292,12,2,1,One year,No service,11.97809625,274.847975,1704.872057,2,3,3,3,4,3,3,4,False,True,False,True,True,True,True,True,False,True,True,False
2920,9.0,53.0,Regular High School Diploma,Full Time,6548.73,Male,No,9.988085348,13,3,1,Two Year,Fiber Optic,16.93921242,168.5739588,1810.474782,3,4,3,4,2,3,4,3,True,True,False,True,True,False,True,False,False,False,False,False
2925,8.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,20537.04,Female,Yes,38.01409795,12,1,1,Month-to-month,Fiber Optic,10.76679502,232.8024127,1412.381474,4,4,4,5,3,3,3,4,True,True,False,True,True,False,False,True,True,False,True,True
2933,3.0,74.0,"9th Grade to 12th Grade, No Diploma",Part Time,6932.32,Male,Yes,36.10038377,15,1,0,Month-to-month,DSL,9.41730187,272.5818856,1860.127661,3,3,3,3,4,2,4,2,False,True,False,True,True,False,False,True,True,True,True,False
2937,1.0,85.0,"Some College, 1 or More Years, No Degree",Retired,33186.785,Male,No,37.21620893,7,0,0,One year,DSL,36.19603,240.574202,1875.734695,3,3,3,3,4,3,4,3,False,True,False,True,False,False,False,True,True,True,True,True
2938,1.0,39.0,GED or Alternative Credential,Full Time,33186.785,Female,No,9.948225813,9,1,3,Two Year,Fiber Optic,3.294082162,158.9183203,577.1681107,2,3,3,4,5,3,2,3,False,False,True,True,False,False,False,True,False,False,True,True
