Unnamed: 0,Children,Age,Education,Employment,Income,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Contract,InternetService,Tenure,MonthlyCharge,Bandwidth_GB_Year,Responses,Solutions,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,Techie_Yes,Port_modem_Yes,Tablet_Yes,Phone_Yes,Multiple_Yes,OnlineSecurity_Yes,OnlineBackup_Yes,DeviceProtection_Yes,TechSupport_Yes,StreamingTV_Yes,StreamingMovies_Yes,PaperlessBilling_Yes
884,1.0,29.0,"Some College, 1 or More Years, No Degree",Full Time,73331.45,Female,No,13.57713572,11,1,0,Two Year,Fiber Optic,4.849677072,138.7658123,692.5685037,4,5,5,3,5,3,4,4,False,False,False,True,False,True,True,False,False,False,False,True
885,0.0,31.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Female,No,7.403414869,9,1,1,Month-to-month,Fiber Optic,9.595456517,208.3108898,1366.210807,4,2,4,4,4,3,4,4,False,False,False,True,True,True,True,True,False,True,False,True
886,1.0,37.0,Regular High School Diploma,Retired,39478.06,Female,No,11.70661287,9,0,1,One year,Fiber Optic,15.16937697,138.6738703,3382.424,3,3,3,3,5,3,4,1,True,False,True,True,False,False,False,False,False,True,False,True
887,2.0,57.0,Bachelor's Degree,Full Time,33186.785,Female,Yes,13.61954639,15,0,0,Month-to-month,Fiber Optic,9.195415365,252.9214599,3382.424,3,4,2,3,5,4,3,3,False,False,False,True,True,False,False,False,True,True,True,True
888,0.0,26.0,Associate's Degree,Unemployed,33602.96,Female,No,5.054523902,6,0,0,Month-to-month,No service,13.04114417,194.6141198,1557.923129,4,3,5,4,3,5,4,3,False,True,False,True,True,False,True,True,True,False,True,True
889,4.0,36.0,"9th Grade to 12th Grade, No Diploma",Retired,58590.12,Female,Yes,9.053813301,12,1,1,Month-to-month,No service,1.79772408,153.7168276,740.0368256,4,4,3,3,3,3,4,4,True,True,False,True,True,True,False,True,False,True,False,True
890,1.0,83.0,Regular High School Diploma,Full Time,71916.6,Female,No,8.826655658,16,0,1,Two Year,Fiber Optic,6.471903209,137.2764203,644.2789946,4,3,4,4,4,4,4,3,False,True,True,False,False,False,False,False,False,True,False,True
891,4.0,60.0,GED or Alternative Credential,Full Time,38692.31,Male,Yes,12.2026093,11,2,0,Month-to-month,Fiber Optic,9.923586914,268.8947288,1640.006106,3,3,3,4,3,4,3,3,False,False,False,True,True,True,False,True,True,True,True,False
892,1.0,53.0,Bachelor's Degree,Full Time,33186.785,Male,No,14.48452118,10,3,0,Month-to-month,Fiber Optic,5.36237356,155.4154623,3382.424,3,4,2,3,3,3,4,3,False,True,False,True,True,False,False,False,True,False,False,True
893,1.0,35.0,Associate's Degree,Full Time,36384.62,Male,No,15.06509003,15,1,0,One year,DSL,36.19603,154.4777836,1258.06366,5,4,5,5,3,5,3,6,False,True,False,True,False,True,True,True,False,True,False,True
894,4.0,59.0,"Some College, 1 or More Years, No Degree",Full Time,22107.4,Female,No,8.105714198,10,2,0,One year,DSL,10.79186592,117.4238169,1582.783024,2,4,3,3,4,3,3,3,False,False,False,True,False,False,False,False,False,True,False,False
895,1.0,55.0,Regular High School Diploma,Student,33186.785,Female,No,6.090381961,14,0,0,One year,No service,3.505235526,183.6293639,596.3449707,2,3,2,4,3,3,4,3,False,False,False,True,True,False,True,False,True,False,True,True
896,2.0,66.0,Regular High School Diploma,Full Time,25472.79,Female,No,6.719029431,13,1,0,Month-to-month,No service,11.7391369,143.2825267,1335.902829,5,4,4,3,3,4,3,4,False,True,False,True,False,True,True,False,True,True,False,True
897,1.0,49.0,Bachelor's Degree,Full Time,33186.785,Female,No,12.41385549,13,0,0,Month-to-month,Fiber Optic,36.19603,163.25042,1460.632443,5,4,4,3,5,4,4,4,False,True,True,True,False,True,True,False,False,True,False,True
898,0.0,53.0,"Some College, 1 or More Years, No Degree",Full Time,33543.36,Female,No,11.39226807,8,0,1,Two Year,Fiber Optic,4.709035899,145.2663491,545.1832765,3,4,3,4,5,5,4,4,True,False,False,False,True,False,False,False,False,False,False,False
900,5.0,72.0,Master's Degree,Full Time,40108.38,Male,Yes,13.62825438,5,1,0,Month-to-month,DSL,11.55987401,130.540149,1766.074131,3,3,2,3,4,3,5,3,False,True,False,True,False,False,False,True,False,True,False,True
901,1.0,53.0,Regular High School Diploma,Retired,18762.01,Prefer not to answer,Yes,12.17195262,14,0,1,Month-to-month,No service,5.261212465,212.8103056,3382.424,4,3,4,6,4,4,4,6,False,True,False,True,False,True,True,False,True,True,True,False
902,1.0,77.0,Regular High School Diploma,Full Time,70372.16,Female,No,11.71761814,12,0,0,Two Year,No service,15.806584,106.1651639,1490.383762,4,4,5,3,3,5,6,4,False,False,False,True,False,False,False,False,False,True,False,True
904,0.0,48.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Male,No,4.984251907,9,1,1,Month-to-month,No service,11.58317216,134.0639296,1199.466728,2,2,2,4,5,3,2,2,False,False,False,True,True,False,True,False,False,False,False,False
905,2.0,67.0,Nursery School to 8th Grade,Full Time,33186.785,Female,Yes,4.642480003,8,0,1,Month-to-month,No service,12.05713486,127.675679,1234.176575,3,3,2,4,4,3,4,1,False,False,False,True,False,False,False,True,False,False,True,False
906,0.0,53.0,Bachelor's Degree,Full Time,33186.785,Male,Yes,9.656261695,11,0,1,Month-to-month,Fiber Optic,3.105139512,219.6576145,809.979871,4,4,3,4,4,4,4,4,False,True,True,True,False,False,False,True,False,True,True,True
907,0.0,42.0,Professional School Degree,Full Time,20841.67,Male,No,8.729347655,12,2,1,Month-to-month,Fiber Optic,9.137809439,183.6731281,1196.870152,4,4,4,4,3,4,4,3,True,True,False,True,False,False,True,True,True,True,False,False
908,1.0,75.0,Bachelor's Degree,Full Time,7862.38,Male,No,0.16935054,11,1,1,Month-to-month,Fiber Optic,7.176700824,124.3733761,3382.424,3,3,3,5,1,4,4,4,False,True,False,False,False,False,False,False,True,False,False,True
909,0.0,53.0,Master's Degree,Full Time,12000.1,Female,Yes,5.284731865,7,1,1,Month-to-month,Fiber Optic,6.991642782,182.6383135,927.9297296,5,4,4,4,3,5,3,4,True,False,False,True,True,False,False,True,False,True,False,True
910,2.0,87.0,Regular High School Diploma,Student,29812.92,Female,No,7.427948079,12,0,0,One year,Fiber Optic,9.637781398,162.9403716,984.2036034,1,2,2,3,4,3,2,3,False,True,True,True,False,True,True,True,True,False,False,True
911,1.0,53.0,Bachelor's Degree,Retired,33186.785,Male,Yes,15.86548358,11,1,0,Month-to-month,DSL,2.368283285,173.3755748,1148.280787,3,2,4,2,6,3,3,4,False,False,False,True,True,False,False,True,False,False,True,False
912,1.0,20.0,Master's Degree,Full Time,70419.88,Female,No,10.4073662,7,2,0,One year,No service,9.651065829,210.7086179,1719.483972,2,2,1,2,4,1,2,1,True,False,True,True,False,True,True,True,False,True,True,True
913,0.0,48.0,Doctorate Degree,Full Time,70133.7,Male,Yes,12.10530232,13,2,0,Month-to-month,DSL,8.730405893,258.8635213,1880.78289,4,5,4,3,5,3,3,5,False,False,False,True,True,True,True,False,True,True,True,False
914,1.0,53.0,Bachelor's Degree,Full Time,78537.66,Male,Yes,15.54320284,9,0,0,Month-to-month,DSL,4.173314039,222.6202437,1560.361086,3,4,3,3,5,2,3,3,False,False,False,True,False,False,True,True,False,True,True,False
915,1.0,34.0,Nursery School to 8th Grade,Retired,42917.45,Male,No,9.12510303,7,3,0,Month-to-month,Fiber Optic,15.42700763,153.393694,1930.805216,2,2,2,5,5,1,2,1,False,True,False,True,False,True,False,True,False,True,False,True
917,4.0,50.0,Regular High School Diploma,Full Time,18414.04,Male,Yes,7.745436519,14,0,2,Month-to-month,No service,36.19603,143.3192964,836.5749555,2,2,2,4,3,4,3,3,False,False,False,True,False,True,True,False,True,True,False,True
918,0.0,35.0,Associate's Degree,Full Time,33186.785,Male,No,6.220780104,10,1,0,Month-to-month,Fiber Optic,10.34327947,162.4208386,1224.604104,2,2,3,4,2,3,3,4,False,True,False,True,False,False,False,True,True,True,False,True
920,1.0,53.0,Master's Degree,Full Time,97592.52,Female,Yes,9.719497895,11,0,0,Month-to-month,Fiber Optic,12.81881129,194.9776198,1553.013845,3,3,4,1,4,3,4,2,False,False,False,True,True,True,True,False,False,True,False,True
921,0.0,75.0,Professional School Degree,Unemployed,33186.785,Male,No,11.05172653,15,0,0,Two Year,DSL,8.277054038,149.9892935,1320.132625,3,2,4,3,3,5,3,4,False,False,False,True,True,False,False,False,False,True,False,False
922,3.0,37.0,Regular High School Diploma,Full Time,43995.62,Female,No,13.93968035,12,0,0,Two Year,Fiber Optic,14.31596419,182.5370843,1642.394079,4,3,3,3,5,2,1,2,True,True,True,True,False,False,True,True,False,False,True,True
923,3.0,67.0,Master's Degree,Full Time,26659.08,Male,Yes,2.294083297,11,2,0,Two Year,Fiber Optic,36.19603,203.9488287,876.2446802,2,3,3,3,4,2,3,2,False,False,False,True,True,False,True,False,False,True,False,False
924,0.0,53.0,Regular High School Diploma,Full Time,33186.785,Female,No,11.96092627,11,1,1,One year,No service,14.44810037,119.3785644,1424.117227,4,3,4,6,2,4,6,3,False,False,False,True,False,True,False,True,False,True,False,True
925,0.0,81.0,Bachelor's Degree,Part Time,33186.785,Female,Yes,8.82630814,7,1,1,Month-to-month,DSL,4.245035615,164.9226308,1083.381195,4,3,4,6,1,3,4,5,False,True,True,True,True,True,False,True,False,True,False,True
926,3.0,26.0,Regular High School Diploma,Full Time,53713.12,Male,Yes,7.61502307,7,2,0,One year,No service,4.035770971,173.0637047,3382.424,3,2,2,4,3,2,2,2,True,True,True,True,True,False,False,True,False,False,True,True
928,3.0,20.0,Associate's Degree,Part Time,33186.785,Male,Yes,7.953515354,4,0,0,One year,Fiber Optic,36.19603,277.121832,1386.2317,4,5,4,4,2,2,4,3,False,False,False,True,True,False,True,True,False,True,True,True
929,0.0,18.0,Regular High School Diploma,Retired,29810.9,Prefer not to answer,No,6.474812618,11,0,0,Two Year,DSL,2.729451922,150.8252663,3382.424,4,3,4,3,4,3,2,2,False,True,False,True,True,True,False,True,True,False,False,True
930,1.0,37.0,Master's Degree,Retired,47683.58,Female,No,4.688310411,7,1,2,Month-to-month,Fiber Optic,5.134989649,183.9305932,806.2451255,3,3,3,2,4,3,3,4,False,True,False,True,True,True,False,False,False,True,False,True
931,1.0,53.0,Master's Degree,Full Time,77396.38,Female,No,7.315543852,15,2,0,Two Year,Fiber Optic,6.979009919,228.2182566,3382.424,3,2,3,2,4,2,3,1,False,True,False,True,True,False,True,True,True,False,True,True
932,4.0,36.0,"9th Grade to 12th Grade, No Diploma",Unemployed,39770.82,Female,Yes,10.19194595,17,2,0,Month-to-month,Fiber Optic,4.816592997,184.2914853,938.5556359,3,3,2,5,4,3,3,4,False,False,False,True,False,False,True,True,True,True,False,True
933,1.0,64.0,GED or Alternative Credential,Student,83953.98,Female,No,10.91296778,14,2,0,One year,DSL,3.861708438,130.3230182,853.1123448,3,4,3,4,3,3,3,4,False,True,False,True,False,True,True,False,True,False,False,False
934,5.0,56.0,"Some College, 1 or More Years, No Degree",Full Time,76785.63,Female,Yes,9.13783908,9,1,1,Month-to-month,Fiber Optic,11.58576976,274.5389116,3382.424,3,3,2,3,4,5,4,3,True,True,False,True,True,False,True,False,True,True,True,True
935,1.0,34.0,Regular High School Diploma,Full Time,37860.53,Female,No,12.19159398,8,1,0,Month-to-month,Fiber Optic,1.740841699,195.5455862,3382.424,3,3,3,4,3,4,3,4,False,False,False,True,True,True,True,False,False,True,False,False
937,2.0,44.0,Bachelor's Degree,Full Time,18073.86,Male,No,7.2729722,8,1,0,Month-to-month,No service,4.906579535,113.668445,708.2981607,3,4,3,2,3,4,3,3,False,False,False,True,True,True,False,False,False,False,False,False
938,2.0,62.0,"Some College, 1 or More Years, No Degree",Unemployed,45860.11,Male,No,9.811160249,13,0,0,Month-to-month,Fiber Optic,15.90065569,192.2360637,3382.424,3,3,4,4,4,2,2,2,False,True,False,False,True,False,True,False,False,True,False,True
939,1.0,53.0,Master's Degree,Part Time,24499.96,Female,Yes,11.89438103,9,0,0,Month-to-month,DSL,1.276890621,140.5589763,848.3285479,4,3,4,2,4,3,4,3,False,True,True,True,False,False,False,True,False,False,True,False
940,1.0,34.0,"Some College, 1 or More Years, No Degree",Part Time,4493.49,Female,Yes,8.47545707,9,1,1,One year,DSL,5.915225146,180.5055152,1302.621469,6,5,4,2,5,5,4,6,False,False,True,True,True,False,True,False,False,False,True,False
941,1.0,53.0,"Some College, 1 or More Years, No Degree",Student,17649.89,Male,Yes,8.643090528,9,0,1,Month-to-month,No service,2.646328849,160.9128132,730.6968601,4,5,4,3,3,5,3,4,True,False,False,True,True,False,True,False,False,True,False,True
942,4.0,46.0,No Schooling Completed,Full Time,9035.25,Female,Yes,13.51493722,12,0,2,Month-to-month,DSL,13.7944302,141.0706256,1965.419062,4,4,3,4,2,3,4,3,False,False,False,True,False,False,True,False,False,True,False,True
943,1.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,60251.75,Male,Yes,13.20160356,11,2,0,Month-to-month,No service,1.550579619,177.2016611,771.5712211,2,2,3,4,4,3,4,4,False,False,True,True,False,True,False,False,False,True,True,True
945,1.0,60.0,"Some College, 1 or More Years, No Degree",Full Time,47573.47,Female,Yes,14.63388313,14,1,0,Month-to-month,Fiber Optic,14.63294721,174.0455719,1486.699299,5,4,4,4,3,4,3,4,True,True,True,True,False,False,True,False,True,True,False,False
946,1.0,53.0,Regular High School Diploma,Full Time,47529.47,Female,Yes,12.77639645,14,1,0,Month-to-month,No service,7.380291282,117.0722618,823.39436,4,5,4,2,5,3,3,3,False,False,True,True,False,False,False,False,True,True,False,True
948,1.0,89.0,Bachelor's Degree,Full Time,71934.85,Female,Yes,11.84848243,10,0,0,Month-to-month,Fiber Optic,2.371911572,208.7222494,3382.424,3,3,3,4,4,4,3,4,False,True,False,False,False,True,False,False,False,True,True,False
949,1.0,77.0,Regular High School Diploma,Full Time,32149.05,Male,No,9.879668154,8,2,1,One year,Fiber Optic,4.905988692,192.5985242,738.8929143,2,2,2,2,5,3,2,3,False,False,False,True,True,False,False,True,False,False,True,True
951,1.0,89.0,Regular High School Diploma,Full Time,33186.785,Male,Yes,6.841708377,15,0,0,Month-to-month,Fiber Optic,1.59959844,169.1399449,427.0934802,5,4,4,3,5,3,4,4,False,True,False,True,False,False,True,False,False,False,True,True
952,1.0,39.0,Bachelor's Degree,Student,21128.1,Male,Yes,9.859833615,13,0,0,Month-to-month,Fiber Optic,27.46106977,222.2214064,3382.424,5,5,4,4,3,4,4,4,False,True,False,True,False,True,False,True,False,True,True,True
953,2.0,58.0,Regular High School Diploma,Student,17104.94,Male,Yes,10.73305346,15,0,1,Month-to-month,DSL,1.457335487,199.6301566,1072.481938,3,4,4,4,2,3,4,5,False,False,True,True,False,False,False,False,True,True,True,True
955,0.0,88.0,Regular High School Diploma,Student,6953.72,Male,Yes,11.39311488,14,0,0,Month-to-month,DSL,36.19603,191.1604696,1663.694612,2,2,4,2,4,3,1,3,False,False,False,True,False,True,False,False,False,True,True,True
956,1.0,27.0,"Some College, Less than 1 Year",Full Time,68776.91,Male,No,10.15916106,14,1,0,Month-to-month,No service,16.66814552,118.2190809,1887.894567,3,3,3,6,3,5,4,4,False,True,False,True,False,False,False,True,False,True,False,True
958,1.0,85.0,Professional School Degree,Full Time,33186.785,Male,No,8.732120424,14,2,0,Month-to-month,DSL,14.38485335,142.2222834,1794.480836,5,4,4,2,4,4,4,3,False,False,True,True,False,True,False,False,True,False,True,True
959,1.0,21.0,Master's Degree,Full Time,36226.45,Male,No,9.472860628,13,1,0,One year,DSL,1.443775322,141.9180187,985.5778302,4,4,4,4,3,4,4,3,True,True,True,True,False,False,False,True,True,True,False,False
960,1.0,23.0,Associate's Degree,Full Time,44520.0,Female,Yes,15.64731604,13,1,0,Two Year,Fiber Optic,9.349597147,276.6077236,1589.339963,4,4,3,3,4,4,3,4,False,True,False,True,True,False,True,True,False,True,True,False
961,2.0,72.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Male,No,9.272391541,12,0,0,Month-to-month,Fiber Optic,4.945014197,161.6831154,792.520824,3,3,3,5,3,4,3,3,False,False,False,True,False,True,False,True,False,False,True,True
962,0.0,37.0,"Some College, 1 or More Years, No Degree",Full Time,33186.785,Female,No,6.867895636,11,0,1,Month-to-month,No service,8.015401085,114.8273134,3382.424,5,5,5,3,3,4,6,4,False,False,False,True,False,False,True,False,True,False,False,True
963,1.0,31.0,Associate's Degree,Unemployed,55821.74,Female,Yes,2.788771176,12,1,1,Two Year,Fiber Optic,1.153881327,203.8493666,3382.424,4,4,3,3,5,4,4,2,False,False,False,True,True,False,True,False,True,True,False,False
964,3.0,29.0,Regular High School Diploma,Full Time,88584.08,Female,No,7.474806106,16,0,0,Month-to-month,Fiber Optic,18.09905454,147.5988037,1738.098524,5,3,4,5,2,5,3,3,False,True,False,True,False,False,True,False,True,False,False,True
965,1.0,80.0,"Some College, Less than 1 Year",Full Time,6274.49,Male,Yes,8.388484157,13,0,2,Month-to-month,No service,36.19603,140.398815,474.5558784,3,5,3,5,3,4,3,3,False,True,True,True,False,False,False,True,True,False,True,False
967,1.0,70.0,"Some College, Less than 1 Year",Retired,20377.63,Female,Yes,12.31811447,7,1,1,One year,DSL,5.566520625,224.2283057,1434.828418,4,4,3,4,2,5,4,3,False,True,False,True,True,True,False,False,False,True,True,True
968,4.0,41.0,"Some College, 1 or More Years, No Degree",Full Time,20412.53,Male,No,12.48444346,17,3,0,One year,No service,2.380500918,142.5064538,754.4414431,3,3,4,3,4,4,3,3,False,False,True,True,False,True,True,False,False,False,True,False
969,1.0,44.0,Regular High School Diploma,Full Time,47154.41,Male,No,12.08318002,12,2,0,One year,DSL,8.979360083,200.4835902,1784.759356,3,2,4,4,3,5,3,4,False,True,False,True,False,False,False,True,False,True,True,True
970,0.0,33.0,Regular High School Diploma,Full Time,49397.46,Female,No,8.320910086,14,3,0,One year,Fiber Optic,8.840888613,169.516366,1069.849043,5,4,4,6,3,5,4,4,False,False,False,True,False,False,True,False,False,True,False,True
971,4.0,19.0,"9th Grade to 12th Grade, No Diploma",Full Time,33186.785,Female,No,8.335673239,15,2,0,Two Year,Fiber Optic,8.137267032,179.4327266,3382.424,4,4,3,3,5,3,3,2,True,True,False,True,True,False,False,False,False,False,True,False
973,0.0,72.0,Regular High School Diploma,Full Time,37340.2,Female,Yes,10.15182328,9,0,0,Month-to-month,DSL,2.010811355,171.5236771,863.4623731,5,4,5,4,3,5,4,6,False,False,False,True,True,False,True,False,False,True,False,True
974,1.0,43.0,Regular High School Diploma,Full Time,22303.29,Female,Yes,10.09798019,13,2,0,Month-to-month,Fiber Optic,36.19603,240.6476953,708.9358044,4,4,3,3,5,3,3,3,False,True,True,True,True,False,False,False,False,True,True,True
975,0.0,23.0,"Some College, 1 or More Years, No Degree",Part Time,7211.12,Male,No,8.023076448,13,0,0,One year,Fiber Optic,7.918062789,152.0199668,1136.110777,4,4,3,3,3,4,4,3,True,True,True,False,False,True,False,True,False,True,False,True
976,1.0,20.0,Master's Degree,Full Time,58333.09,Female,Yes,9.23309663,16,0,0,Month-to-month,No service,1.515452465,209.7189569,804.489391,3,4,3,4,5,1,3,3,False,False,False,True,False,False,True,False,True,True,True,True
977,0.0,56.0,Regular High School Diploma,Unemployed,46257.12,Male,Yes,9.588059478,12,1,0,Month-to-month,DSL,3.857300987,156.0239605,1202.670117,2,1,2,4,3,3,2,4,False,True,False,False,False,True,True,True,False,True,False,True
978,3.0,69.0,Master's Degree,Full Time,33186.785,Female,No,10.50243484,11,1,2,One year,DSL,7.882710227,127.3015869,1244.709018,4,5,4,6,1,5,5,3,True,True,False,True,False,False,False,False,False,False,True,True
979,0.0,60.0,Master's Degree,Unemployed,15902.97,Male,Yes,10.57596386,13,0,0,Month-to-month,DSL,3.950587999,161.8177581,1040.272445,4,3,4,1,5,2,2,2,False,True,False,True,False,False,True,False,True,False,True,True
980,3.0,88.0,Master's Degree,Part Time,11586.87,Female,No,7.696175372,12,1,0,One year,Fiber Optic,36.19603,229.7379574,1664.080114,4,4,5,2,6,3,3,3,False,False,False,True,False,False,True,False,False,True,True,False
981,2.0,53.0,GED or Alternative Credential,Full Time,29621.97,Male,Yes,11.68076971,11,1,0,One year,Fiber Optic,6.721823696,260.977597,1366.71852,2,3,2,4,3,3,2,4,False,True,False,True,True,False,True,False,False,True,True,True
982,1.0,82.0,Master's Degree,Full Time,29853.08,Female,No,10.97550703,16,1,0,Month-to-month,Fiber Optic,1.796688583,150.2508781,600.0687482,4,4,5,3,3,2,4,4,False,True,True,True,False,True,True,True,False,False,False,True
983,2.0,82.0,Regular High School Diploma,Full Time,33186.785,Female,Yes,8.520766499,11,0,0,One year,DSL,12.51401968,188.0485007,1848.378413,3,4,4,3,2,3,4,2,True,True,False,True,False,False,False,False,False,True,True,False
984,1.0,53.0,"Some College, Less than 1 Year",Student,19287.42,Male,No,11.03420234,14,1,0,Two Year,DSL,9.485268741,103.4967839,1352.986244,1,1,1,4,2,2,3,4,False,False,False,True,False,False,False,True,False,False,False,False
986,2.0,24.0,"Some College, 1 or More Years, No Degree",Full Time,13622.77,Male,Yes,15.29755421,13,2,0,One year,Fiber Optic,2.506101194,254.9052156,1084.371719,5,6,5,3,2,3,4,5,False,True,True,True,True,True,False,True,False,True,True,True
988,1.0,63.0,"Some College, Less than 1 Year",Retired,33186.785,Female,Yes,10.9336888,9,1,0,Month-to-month,Fiber Optic,36.19603,230.3944556,643.5422493,3,4,3,2,5,3,2,3,False,False,False,True,True,True,True,True,True,False,True,False
989,0.0,53.0,GED or Alternative Credential,Full Time,25593.92,Female,No,14.80221615,16,2,1,Month-to-month,Fiber Optic,6.069124406,150.8994189,3382.424,4,4,4,4,4,4,4,3,False,False,False,True,False,False,False,False,True,True,False,True
991,1.0,37.0,GED or Alternative Credential,Retired,18394.86,Male,No,12.93175957,14,1,1,Two Year,Fiber Optic,6.240783682,150.5564417,939.1433243,2,2,4,5,2,4,4,3,False,True,False,True,False,False,False,True,False,True,False,False
992,1.0,53.0,"Some College, Less than 1 Year",Student,33186.785,Female,Yes,13.25579641,11,0,0,Two Year,No service,11.76491612,190.9726704,1588.313232,4,4,4,3,3,4,5,4,False,True,False,True,False,True,False,True,False,True,True,True
993,3.0,53.0,"9th Grade to 12th Grade, No Diploma",Full Time,10365.43,Male,No,11.7046657,14,3,0,Month-to-month,Fiber Optic,4.868716415,179.950185,791.8768514,3,4,2,4,4,4,3,3,False,False,True,True,True,False,True,False,True,False,False,False
994,3.0,74.0,Nursery School to 8th Grade,Part Time,109366.11,Female,Yes,10.13276893,16,0,0,Month-to-month,DSL,36.19603,225.954853,1464.182884,4,4,4,4,2,4,4,4,False,False,False,True,False,True,True,False,True,True,True,True
995,0.0,38.0,GED or Alternative Credential,Full Time,33186.785,Female,Yes,10.255365,19,3,0,Month-to-month,Fiber Optic,15.27829427,230.6033242,1838.063609,4,3,1,5,3,4,3,5,False,True,False,True,False,False,True,False,False,True,True,False
996,3.0,19.0,Regular High School Diploma,Full Time,41311.01,Male,Yes,6.740030426,7,1,0,Month-to-month,No service,36.19603,210.2158549,1173.76564,1,1,2,6,2,4,2,4,False,False,True,False,True,True,False,False,False,True,True,False
998,7.0,65.0,"Some College, 1 or More Years, No Degree",Unemployed,59990.91,Female,No,10.6965622,14,0,0,Two Year,Fiber Optic,4.952763872,151.0402126,767.8506996,4,4,4,3,3,4,2,3,False,False,False,True,False,False,False,False,True,True,False,True
999,0.0,48.0,"Some College, 1 or More Years, No Degree",Full Time,48587.84,Male,Yes,11.23366556,11,0,0,Two Year,Fiber Optic,1.819217843,267.0680089,816.9532955,5,4,5,4,3,4,4,6,False,True,False,True,True,False,False,True,True,True,True,True
1001,1.0,44.0,Associate's Degree,Full Time,6315.99,Female,Yes,9.448063574,6,0,0,Month-to-month,Fiber Optic,6.429025787,166.1513766,800.3296612,4,3,4,4,4,4,3,5,True,False,False,True,True,False,True,False,False,False,False,True
1002,0.0,53.0,Bachelor's Degree,Full Time,66392.52,Male,No,13.63583965,10,1,1,Two Year,No service,5.31868521,190.1318486,1070.978131,4,3,2,4,4,4,3,4,False,True,False,True,False,True,False,False,True,True,True,True
1003,1.0,70.0,"Some College, 1 or More Years, No Degree",Full Time,16469.29,Male,Yes,11.8489553,10,0,1,Month-to-month,No service,16.4659765,241.7736114,2065.398671,4,3,3,3,5,4,4,2,False,True,False,True,True,False,True,True,False,True,True,False
1004,1.0,86.0,Master's Degree,Full Time,33186.785,Male,Yes,11.26577705,13,1,0,Month-to-month,DSL,9.188837964,132.9883594,1477.960194,2,3,3,3,3,4,3,3,False,False,False,True,False,True,False,True,False,True,False,False
1005,1.0,79.0,"Some College, Less than 1 Year",Unemployed,15202.61,Female,No,4.464840237,13,3,2,Month-to-month,Fiber Optic,13.3771743,138.743346,1298.399804,3,3,2,3,4,4,4,4,False,False,False,True,False,True,False,False,False,True,False,True
1006,1.0,78.0,GED or Alternative Credential,Full Time,33186.785,Female,Yes,8.662127102,11,2,2,One year,Fiber Optic,5.688867768,207.0146418,888.7604416,3,4,2,5,3,4,4,3,True,False,False,True,False,False,False,False,False,True,True,True
1007,3.0,70.0,"Some College, 1 or More Years, No Degree",Unemployed,71860.3,Male,No,6.852061029,14,1,0,Month-to-month,No service,2.049006759,105.8092183,433.121911,2,3,2,3,6,2,4,3,True,True,True,True,False,False,False,False,False,True,False,False
1008,1.0,63.0,GED or Alternative Credential,Full Time,33323.68,Male,No,8.775610722,20,1,0,Two Year,DSL,22.11524673,172.7828238,2496.770215,4,4,3,5,4,3,4,5,False,True,False,True,True,False,False,False,True,False,True,False
1009,1.0,53.0,"Some College, Less than 1 Year",Full Time,33186.785,Prefer not to answer,No,6.268489959,10,2,0,Month-to-month,Fiber Optic,6.524843094,123.3891387,561.4934455,6,5,5,2,4,3,3,3,False,False,False,True,False,False,False,False,True,False,False,False
1010,1.0,80.0,Regular High School Diploma,Full Time,35681.35,Male,Yes,13.47209752,9,1,0,Month-to-month,Fiber Optic,3.976063151,179.8289244,587.1708313,3,3,2,4,2,2,3,2,True,True,False,True,True,False,True,True,False,False,False,False
1011,1.0,53.0,Bachelor's Degree,Retired,33186.785,Male,No,9.577159222,15,2,1,Two Year,Fiber Optic,24.64624542,137.4608807,2278.858365,4,3,5,2,4,4,4,4,False,True,True,True,False,False,False,False,False,True,False,False
1012,3.0,53.0,Associate's Degree,Full Time,33186.785,Female,No,11.13465134,12,2,0,Month-to-month,No service,7.852675802,127.3810761,1034.285556,4,5,3,3,4,3,2,3,False,False,False,True,False,False,True,False,False,True,False,False
1013,1.0,53.0,Bachelor's Degree,Unemployed,27475.94,Female,Yes,11.36148771,13,1,0,Month-to-month,DSL,36.19603,212.0595312,1668.961962,4,4,4,4,4,5,3,4,False,False,False,True,False,False,True,False,False,True,True,False
1014,0.0,53.0,Master's Degree,Student,59702.94,Female,Yes,6.939423393,13,0,2,Month-to-month,Fiber Optic,11.42508906,223.4889957,1422.632058,3,3,3,3,2,4,4,4,False,True,False,False,False,True,False,False,True,True,True,False
1015,3.0,40.0,Bachelor's Degree,Full Time,18203.4,Female,No,10.31480942,10,0,0,Month-to-month,Fiber Optic,3.328266165,173.5207878,630.0568972,2,1,2,5,1,2,4,4,False,True,False,True,True,True,False,True,True,False,False,True
1016,2.0,72.0,Bachelor's Degree,Retired,33186.785,Female,Yes,6.045444682,13,1,1,One year,DSL,2.722310392,220.6718003,1150.804118,3,3,4,3,4,3,3,4,True,True,False,True,True,False,False,False,False,True,True,True
