Unnamed: 0,Children,Age,Income,Bandwidth_GB_Year,Email,Contacts,Yearly_equip_failure,Tenure,MonthlyCharge,Responses,Solutions,Replacements,Reliability,Options,Respectfulness,Courteous,Listening,DummyGender,DummyChurn,DummyTechie,DummyContract,DummyPort_modem,DummyTablet,DummyInternetService,DummyPhone,DummyMultiple,DummyOnlineSecurity,DummyOnlineBackup,DummyDeviceProtection,DummyTechSupport,DummyStreamingMovies,DummyStreamingTV,DummyPaperlessBilling,Outage_sec_perweek
2986,1.0,44.0,86896.2,1087.694968,14,1,1,9.349103343,126.933578,4,3,3,3,3,4,4,4,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,7.65717555
2987,0.0,63.0,33186.785,1851.332322,11,1,0,15.04337112,264.4568566,3,3,3,3,3,1,3,4,1,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,13.07818463
2988,1.0,84.0,8249.6,3382.424,12,1,0,7.066141702,112.3898378,2,3,2,1,4,2,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8.4960001
2989,5.0,76.0,18493.95,779.2981636,12,1,0,4.327078087,165.8424152,2,3,2,4,5,2,3,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,11.85783885
2990,4.0,67.0,123891.85,1318.670361,8,1,1,9.256770247,173.0386284,3,3,4,5,4,3,1,5,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,9.8047121
2991,1.0,29.0,33186.785,1233.655272,19,0,0,5.52681505,162.0151168,2,1,3,4,2,3,2,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,5.976049663
2992,1.0,84.0,33186.785,830.8201063,16,2,0,2.08025486,265.9142718,3,3,4,4,3,4,3,3,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,7.504386039
2993,1.0,26.0,117623.66,1927.327764,11,1,0,13.44854618,161.9359871,1,1,2,3,3,1,1,2,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,11.98083639
2994,1.0,29.0,5317.94,1075.372195,8,3,0,2.847116851,157.4228772,4,3,4,2,4,5,3,4,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,3.577295311
2995,1.0,38.0,8461.79,1934.182617,12,1,0,10.72393233,221.6980321,4,3,4,1,6,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,10.0419027
2996,1.0,20.0,84399.36,3382.424,11,2,0,2.17820047,150.5233995,4,3,3,3,3,3,2,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,10.91639958
2997,1.0,31.0,31715.37,1364.913066,14,0,0,10.24306322,161.5043257,3,3,3,5,3,2,3,4,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,9.80059887
2998,2.0,46.0,51108.77,1622.06829,13,1,0,11.65332777,140.1715058,4,5,3,3,4,4,4,3,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,10.75474769
2999,2.0,59.0,66148.83,3382.424,12,1,0,3.000251,235.4902,3,2,3,4,2,3,3,5,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,1,8.071263
3000,7.0,53.0,33186.785,3382.424,8,0,1,36.19603,161.1385,3,4,3,5,2,4,3,4,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,8.526073
3001,1.0,27.0,145569.5,755.0712,6,2,0,2.258878,174.6733,4,5,4,5,3,4,4,5,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,12.55818
3002,1.0,77.0,25806.54,1153.073,12,0,1,5.519258,224.0309,3,5,4,3,4,4,5,2,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,11.79018
3003,3.0,53.0,48267.33,1429.709,13,1,0,5.944147,164.8871,3,4,5,5,2,4,4,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,6.46852
3004,1.0,22.0,15864.7,1021.343,17,1,0,3.255652,241.5793,6,4,4,5,4,5,4,3,0,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,13.34744
3005,0.0,31.0,37734.22,922.578,12,1,0,1.868309,247.0312,4,4,4,3,4,3,2,4,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1,1,18.53431
3006,1.0,80.0,14433.56,3382.424,12,1,0,13.46637,254.9246,2,3,3,3,4,1,4,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,8.538719
3007,4.0,53.0,33186.785,2105.677,7,0,1,22.54598,149.5236,6,5,4,1,4,4,2,4,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,6.394028
3008,4.0,72.0,74252.79,856.7556,9,1,0,5.787415,169.0633,3,4,5,3,4,3,3,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,8.216762
3009,1.0,25.0,43930.42,3382.424,13,1,1,1.125218,170.5484,5,4,6,4,3,5,5,5,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,12.04995
3010,1.0,82.0,16149.85,3382.424,15,3,0,36.19603,149.8462,3,4,4,3,2,3,4,3,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,9.873098
3011,3.0,89.0,33186.785,690.1874,14,1,0,1.799293,119.4093,3,3,3,5,2,4,5,6,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,11.07597
3012,1.0,53.0,34356.62,910.1358,9,2,0,7.012788,181.3378,4,4,5,4,3,4,3,5,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,7.578815
3013,1.0,53.0,33186.785,1965.903,14,1,0,9.539097,256.6833,4,4,2,3,3,4,3,3,0,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,7.830543
3014,4.0,71.0,103306.6,1071.697,13,3,0,8.58684,194.1625,2,2,3,3,4,3,4,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,13.44537
3015,0.0,68.0,5505.74,1330.309,10,1,0,7.179432,174.9901,2,2,2,4,2,2,3,5,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,1,6.226065
3016,1.0,53.0,58836.68,1277.068,15,0,1,6.971589,239.3456,3,4,5,4,4,4,3,3,1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,42.82045
3017,1.0,75.0,33186.785,1355.026,13,0,0,14.26274,116.2031,5,5,5,5,3,5,5,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,8.720815
3018,7.0,28.0,96788.12,2371.074,14,1,2,21.73641,211.6881,5,4,4,1,6,5,4,4,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,43.49816
3019,0.0,60.0,12100.28,3382.424,12,3,0,5.867453,125.1606,3,2,2,3,5,3,3,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,7.883448
3020,1.0,53.0,33186.785,1847.395,14,1,1,17.32489,138.2492,3,3,3,2,4,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,11.14812
3021,0.0,26.0,10270.29,585.3561,18,0,1,2.80856,148.1854,3,4,4,4,3,4,2,4,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,3.484506
3022,0.0,18.0,104539.2,3382.424,13,2,3,13.90887,105.0341,6,5,4,5,5,4,6,4,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,11.80773
3023,7.0,69.0,26803.44,2353.339,14,2,0,19.77964,221.1717,5,5,4,4,4,5,5,4,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,5.559738
3024,0.0,64.0,44900.84,1221.606,9,1,0,7.342789,263.3861,4,5,4,4,3,6,5,4,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,10.80551
3025,4.0,53.0,33186.785,492.3321,14,1,1,1.813125,149.3743,3,3,3,3,3,3,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,6.577815
3026,4.0,82.0,28738.5,2733.904,14,0,1,20.95648,201.2102,3,3,3,2,4,4,3,2,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,11.73087
3027,3.0,22.0,33186.785,2382.031,13,1,0,18.47081,133.2073,4,4,4,4,5,4,2,4,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,12.08708
3028,3.0,53.0,32221.49,499.0296,11,3,0,1.571176,159.6901,4,3,4,4,3,5,5,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,9.137946
3029,3.0,67.0,5099.11,2035.112,9,0,0,17.2501,187.8739,2,2,1,4,2,3,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,18.62463
3030,1.0,53.0,45594.27,1209.751,15,1,1,8.74736,163.3867,4,4,4,2,4,4,5,3,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,7.059685
3031,1.0,36.0,72663.08,1968.084,11,2,0,13.36539,183.1576,4,3,3,4,3,3,3,4,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,11.1966
3032,2.0,89.0,33186.785,943.8571,20,1,0,7.311512,185.0552,5,3,6,4,3,4,5,3,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,13.23854
3033,8.0,53.0,43620.71,2044.804,13,0,2,13.98482,275.3944,3,3,4,4,3,4,4,3,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,11.18867
3034,0.0,51.0,36149.29,2515.478,13,1,0,18.24928,232.2018,1,1,2,4,3,3,2,4,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,4.045465
3035,4.0,53.0,17615.71,721.6629,15,0,0,3.101413,160.5821,3,3,2,6,1,5,5,5,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,9.896949
3036,4.0,65.0,40599.16,867.6145,20,5,1,6.150351,171.4268,3,3,3,4,4,6,4,5,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,6.796649
3037,0.0,35.0,38418.96,1177.477,9,0,0,5.97747,127.3077,3,4,3,4,3,4,3,4,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11.24827
3038,1.0,36.0,69960.26,2304.085,10,0,0,14.83659,224.2576,3,3,4,3,3,3,4,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,12.4485
3039,3.0,53.0,33186.785,1282.858,14,1,0,7.72199,253.9934,4,4,4,4,3,5,4,4,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,10.27301
3040,1.0,78.0,33186.785,589.1981,13,1,0,2.10678,216.403,2,2,2,4,3,3,3,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,6.806561
3041,7.0,53.0,43098.2,973.9939,13,2,0,3.518534,210.0682,3,3,3,6,1,4,4,4,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,9.012847
3042,1.0,53.0,33186.785,456.0823,10,2,1,3.172425,173.8713,6,5,6,4,3,6,5,5,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,9.948237
3043,2.0,61.0,37993.51,1214.129,14,2,1,2.266934,213.7565,4,4,4,3,4,5,5,3,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,13.15035
3044,8.0,83.0,24875.19,1182.278,15,1,0,8.794478,117.383,3,3,4,2,4,5,3,4,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,9.217134
3045,2.0,61.0,13138.02,1183.255,15,2,0,7.5636,187.945,4,4,3,3,3,5,4,4,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,12.79878
3046,0.0,53.0,33186.785,1990.708,8,1,1,12.00194,267.5858,4,4,3,4,3,4,2,2,0,1,1,0,1,0,0,1,1,0,1,1,0,1,1,0,4.600085
3047,0.0,33.0,29581.15,1600.603,14,3,0,36.19603,137.6937,5,3,4,4,4,5,4,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,8.846069
3048,0.0,49.0,33186.785,768.6735,12,1,2,36.19603,135.9667,1,2,2,4,3,4,3,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,11.25112
3049,0.0,53.0,33186.785,2120.766,12,1,0,17.29281,171.3655,4,2,4,3,5,2,3,3,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,1,9.25861
3050,1.0,53.0,52558.45,2483.369,13,0,0,21.13934,231.7588,3,3,4,2,4,2,1,2,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,0,5.020416
3051,3.0,23.0,19508.33,3382.424,10,0,0,4.462414,124.696,3,3,2,4,2,3,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,7.956327
3052,1.0,82.0,40528.85,1540.003,15,1,0,15.77942,203.7751,4,4,3,5,3,4,4,4,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,10.29671
3053,1.0,53.0,89747.43,3382.424,14,0,1,11.31382,115.8176,6,6,4,4,4,4,4,3,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,14.28509
3054,1.0,58.0,33186.785,301.5747,18,2,0,3.678847,80.31989,2,2,3,3,3,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.469129
3055,4.0,21.0,94836.83,1900.983,8,0,0,6.967998,256.3257,4,3,3,1,5,3,3,4,0,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,10.15835
3056,1.0,53.0,65435.46,1109.32,19,1,0,6.515297,139.3374,4,5,5,5,1,6,5,5,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,6.701662
3057,4.0,41.0,28593.48,1669.628,9,1,0,15.6265,160.3972,4,3,4,4,3,3,4,4,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,9.029186
3058,1.0,63.0,33186.785,1343.619,14,3,0,7.296904,165.1912,4,3,4,2,6,2,3,3,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,13.54023
3059,2.0,42.0,42517.98,1818.573,12,2,0,7.032433,243.8706,3,3,3,4,4,3,3,3,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,1,9.330476
3060,0.0,62.0,61879.76,2397.113,15,1,0,17.09722,212.4417,2,2,3,5,3,4,5,4,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,10.40318
3061,1.0,66.0,33186.785,680.4044,17,2,1,2.563452,118.255,4,3,4,2,5,3,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,11.31263
3062,1.0,29.0,78712.17,1530.742,14,1,0,8.287531,152.0691,3,3,3,4,3,4,4,3,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,8.080367
3063,1.0,75.0,33869.92,381.1394,9,1,0,2.437932,168.8395,5,4,4,3,4,5,4,4,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,11.09503
3064,1.0,20.0,97694.83,1247.348,16,2,0,11.81853,112.4293,3,3,4,4,3,3,4,3,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,10.13276
3065,0.0,19.0,35980.24,2722.383,4,0,1,28.06447,171.5878,4,3,4,3,5,3,2,4,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,15.16697
3066,1.0,57.0,33186.785,1150.221,15,0,1,10.02202,201.528,5,4,4,3,3,4,6,3,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,9.618458
3067,3.0,72.0,34940.98,727.8879,11,0,0,4.731989,174.5303,3,2,4,4,4,3,2,2,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,8.936261
3068,1.0,80.0,33186.785,1860.602,13,2,0,11.91973,229.5883,3,5,5,4,2,5,3,5,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,40.06241
3069,0.0,53.0,50629.79,1554.132,13,0,0,16.01922,124.5364,5,4,5,2,5,4,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,-0.2061448
3070,3.0,62.0,72764.42,787.3445,6,0,1,7.220079,146.6547,4,5,4,3,4,4,4,3,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,6.076843
3071,0.0,43.0,32017.56,1069.094,10,1,0,36.19603,162.973,4,4,4,3,3,2,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,15.17993
3072,1.0,89.0,11722.42,919.239,13,0,0,11.20366,146.2119,4,3,4,3,2,2,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.974988
3073,0.0,28.0,33186.785,1287.536,9,1,0,9.858242,161.3825,2,3,3,2,4,2,2,3,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,17.12241
3074,0.0,19.0,14090.14,553.9353,16,1,1,1.689999,191.2292,4,4,4,3,1,6,5,4,1,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,10.25584
3075,0.0,68.0,64315.91,1248.475,7,0,1,7.899007,223.0935,3,4,3,4,3,2,3,2,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,13.92883
3076,1.0,63.0,48178.83,1081.124,15,0,2,10.52622,148.7464,4,3,3,3,4,4,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6.987248
3077,1.0,53.0,22985.19,1768.733,13,1,0,11.15074,163.4719,3,4,2,3,3,2,4,4,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,11.82868
3078,2.0,55.0,27187.1,3382.424,14,0,0,17.2154,154.1111,3,4,3,4,4,2,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,11.10478
3079,2.0,21.0,33186.785,3382.424,16,1,0,36.19603,170.4998,5,5,5,5,2,4,4,4,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,12.3362
3080,1.0,59.0,38867.93,1078.288,15,3,0,4.267801,173.2517,3,3,2,3,3,4,3,3,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,5.506703
3081,3.0,40.0,54741.36,1091.52,8,3,2,36.19603,197.2354,5,4,3,3,4,5,4,4,0,1,0,0,0,0,0,1,1,0,1,1,0,0,1,0,10.61314
3082,0.0,86.0,33186.785,3382.424,9,0,0,2.168042,158.2143,3,3,4,4,3,4,3,2,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,9.46277
3083,1.0,23.0,53227.7,1388.043,13,1,1,8.268061,233.6571,3,5,3,3,4,4,3,3,0,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,16.33408
3084,0.0,89.0,33186.785,397.7862,12,2,0,5.538303,124.9276,2,1,2,4,3,2,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,11.91863
3085,1.0,24.0,33186.785,1099.299,11,1,1,7.733033,151.6305,5,4,6,3,2,5,5,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,12.57854
3086,3.0,19.0,27134.99,1459.309,8,1,0,6.446693,130.495,5,4,4,2,3,3,4,3,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,11.85829
3087,1.0,75.0,11711.93,1077.205,9,1,0,36.19603,141.8873,4,4,4,3,6,2,4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,10.34102
3088,3.0,64.0,6196.02,2235.624,15,0,0,20.72068,92.818,3,3,3,5,2,4,3,4,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,7.077913
3089,4.0,23.0,24130.48,3080.293,17,2,0,36.19603,268.9347,5,3,5,3,3,6,5,4,1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0,7.717247
3090,1.0,86.0,26224.1,912.254,10,1,1,4.24454,107.5421,3,4,3,3,4,3,4,3,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,10.33179
3091,0.0,53.0,28588.01,2233.113,11,0,1,16.88185,161.8644,4,4,4,6,4,4,3,3,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,3.784459
3092,9.0,74.0,28507.21,1189.368,10,1,0,6.184122,94.68155,4,3,3,5,2,3,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8.362934
3093,5.0,25.0,33186.785,1292.562,14,1,0,36.19603,145.9111,4,4,3,5,4,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,9.202168
3094,3.0,37.0,35801.05,793.3207,12,0,0,3.046588,203.8009,2,2,3,3,4,3,3,5,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,9.90043
3095,10.0,20.0,26435.11,1093.192,11,3,0,1.365304,209.5931,1,1,2,4,4,3,2,4,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,10.67845
3096,1.0,62.0,33186.785,3382.424,11,0,1,11.34636,105.1407,3,3,3,5,2,4,3,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,11.67911
3097,1.0,23.0,69658.99,1968.304,18,1,1,19.77218,137.7664,2,3,3,3,5,2,2,2,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,11.24475
3098,1.0,64.0,27549.98,1587.727,16,2,0,10.59517,183.5562,4,4,4,3,5,4,3,4,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,9.881308
3099,2.0,53.0,35531.41,2123.825,18,1,1,16.17631,153.7489,4,4,2,3,4,6,3,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,10.2071
3100,9.0,76.0,25114.38,882.4523,15,1,0,3.493433,193.6422,4,5,4,4,4,4,2,5,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,1,10.67482
3101,4.0,75.0,29712.43,1128.899,15,1,0,10.31129,179.8754,4,5,6,4,3,5,5,3,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,5.349665
3102,0.0,53.0,16284.04,1171.237,15,0,0,8.33073,181.8649,4,4,4,4,4,5,4,4,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,0,7.091744
3103,5.0,55.0,34502.38,1271.632,12,0,0,3.267702,189.0719,4,4,4,1,5,2,2,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,12.84139
3104,0.0,60.0,8191.55,438.8951,14,3,1,1.891666,171.5415,3,4,4,4,3,3,3,3,0,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,8.586172
3105,0.0,76.0,23852.88,573.5317,9,2,0,6.06866,166.9527,3,2,4,4,5,3,1,3,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,9.970015
3106,0.0,71.0,33186.785,599.8774,14,1,0,2.290777,124.5339,4,3,3,3,2,4,5,3,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,8.215849
3107,2.0,53.0,33186.785,1403.833,9,1,1,7.53282,148.2648,6,4,6,4,2,5,4,7,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,8.063371
3108,1.0,28.0,15539.98,1728.999,11,0,0,9.27204,188.7343,3,2,3,4,1,4,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,1,11.6724
3109,2.0,63.0,37204.88,891.9183,13,1,1,6.725815,181.6349,4,4,4,3,4,4,5,5,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,11.15381
3110,2.0,53.0,75961.5,877.5328,18,0,0,2.320115,140.2872,2,3,3,5,3,3,4,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,9.140878
3111,8.0,86.0,58668.34,1708.202,11,1,1,36.19603,161.6133,3,2,2,3,3,2,4,3,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,8.996643
3112,10.0,85.0,47909.61,1383.43,8,3,0,36.19603,167.6146,2,2,2,3,5,2,3,4,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,9.2473
3113,0.0,65.0,33186.785,1859.777,13,1,0,20.51646,128.1487,4,3,4,3,1,3,3,3,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,1,10.34046
3114,0.0,53.0,33186.785,820.0488,11,1,0,1.304537,160.4442,3,3,2,5,2,4,4,3,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,9.822868
3115,3.0,26.0,7399.99,2541.622,13,2,2,17.15829,221.3516,3,3,4,3,3,3,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,10.64493
3116,1.0,75.0,35061.97,2561.675,18,2,0,36.19603,130.5327,2,3,2,2,4,2,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15.79838
3117,1.0,74.0,14589.73,1264.0,12,2,1,3.213888,241.4835,2,2,3,3,5,2,4,3,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,10.19015
3118,1.0,43.0,33186.785,1373.226,14,1,2,11.00718,171.8083,3,2,3,4,4,4,3,3,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,10.37861
3119,2.0,44.0,33186.785,2083.36,5,1,1,10.18298,226.2439,4,4,3,5,3,4,3,4,1,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,12.96912
3120,1.0,53.0,160589.2,1301.156,14,1,1,6.693474,128.5256,3,3,3,3,5,2,2,2,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,4.528849
3121,8.0,39.0,33186.785,827.023,17,0,0,36.19603,183.1969,3,2,3,4,3,4,4,4,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,11.42503
3122,1.0,53.0,35976.11,3382.424,14,2,1,3.62899,163.656,5,4,4,4,3,4,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,13.82039
3123,1.0,54.0,12234.1,596.5948,12,0,1,1.598975,204.6879,4,3,6,3,4,4,5,4,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,12.69213
3124,4.0,53.0,33186.785,1628.255,15,1,0,8.161424,131.8475,4,3,3,4,4,4,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,13.8972
3125,1.0,22.0,33186.785,1822.363,15,1,0,8.201372,243.837,4,2,3,6,3,4,4,5,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1,9.226088
3126,4.0,84.0,33186.785,893.3553,9,0,0,4.606587,220.0308,5,4,3,3,4,4,5,5,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,9.350202
3127,1.0,53.0,33186.785,1290.287,8,0,1,7.469813,117.645,2,2,2,4,3,3,3,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,8.850192
3128,1.0,53.0,33186.785,1494.533,7,0,0,6.21102,252.1007,2,3,2,2,3,3,4,5,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1,44.06188
3129,0.0,71.0,33186.785,763.5475,15,1,0,2.048055,233.4163,2,3,2,2,3,5,3,4,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,7.750832
3130,1.0,50.0,120286.2,1110.767,16,1,1,2.159586,184.2498,2,2,3,4,4,4,4,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,8.370417
3131,0.0,24.0,48005.6,583.6806,13,1,0,2.123318,172.297,2,3,2,4,4,2,3,3,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,8.523598
3132,1.0,43.0,33186.785,871.198,13,2,1,8.220002,147.0678,4,3,4,3,5,4,3,3,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,8.935577
3133,2.0,45.0,22272.17,1329.569,12,2,0,6.631092,287.6643,5,5,4,3,5,3,4,4,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,5.944274
3134,0.0,37.0,40760.02,3382.424,15,0,0,9.389883,244.5314,4,5,3,3,4,2,4,4,0,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,11.53221
3135,1.0,69.0,17373.47,3382.424,15,0,0,8.718999,255.8833,3,4,5,3,5,3,5,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,10.32957
3136,1.0,74.0,20514.05,1023.686,9,2,0,9.372647,151.6639,3,3,4,3,4,3,4,3,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,3.700286
3137,1.0,87.0,33186.785,2429.379,12,2,0,19.92045,187.4135,3,3,5,2,3,4,4,3,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,4.722273
